iann,ilabel,ibox,normx,normy,normwidth,normheight,file,label,isyn
132,0,37,0.5218705484937293,0.2099073064340239,0.0237410969874593,0.099814612868048,021000330132320202_x4_cropped,alone,0
133,26,37,0.5218705484937293,0.2099073064340239,0.0237410969874593,0.099814612868048,021000330132320202_x4_cropped,standing,17
135,0,38,0.0899294579151325,0.2291589164901941,0.0440386441479244,0.1183178329803882,021000330132320202_x4_cropped,alone,0
136,26,38,0.0899294579151325,0.2291589164901941,0.0440386441479244,0.1183178329803882,021000330132320202_x4_cropped,standing,17
138,0,39,0.1990436341900777,0.1854770055606875,0.0167364016736401,0.074190802224275,021000330132320202_x4_cropped,alone,0
139,34,39,0.1990436341900777,0.1854770055606875,0.0167364016736401,0.074190802224275,021000330132320202_x4_cropped,walking,23
141,0,40,0.2130902570233104,0.2412495044882895,0.0149432157800358,0.1001169967258146,021000330132320202_x4_cropped,alone,0
142,34,40,0.2130902570233104,0.2412495044882895,0.0149432157800358,0.1001169967258146,021000330132320202_x4_cropped,walking,23
143,21,40,0.2130902570233104,0.2412495044882895,0.0149432157800358,0.1001169967258146,021000330132320202_x4_cropped,shopping,14
145,0,41,0.1980146290491118,0.1506788333268141,0.012539184952978,0.0438685210951484,021000330132320202_x4_cropped,alone,0
146,34,41,0.1980146290491118,0.1506788333268141,0.012539184952978,0.0438685210951484,021000330132320202_x4_cropped,walking,23
148,0,42,0.5196297315140839,0.4430032868969543,0.0899999999999999,0.3023446019629225,103331102132331102_x4_cropped,alone,0
149,34,42,0.5196297315140839,0.4430032868969543,0.0899999999999999,0.3023446019629225,103331102132331102_x4_cropped,walking,23
150,39,42,0.5196297315140839,0.4430032868969543,0.0899999999999999,0.3023446019629225,103331102132331102_x4_cropped,crossing crosswalk,27
153,4,43,0.841937666605038,0.3139716250741411,0.078660489460075,0.1809009966271549,103331102132331102_x4_cropped,couple/2people,4
154,34,43,0.841937666605038,0.3139716250741411,0.078660489460075,0.1809009966271549,103331102132331102_x4_cropped,walking,23
155,30,43,0.841937666605038,0.3139716250741411,0.078660489460075,0.1809009966271549,103331102132331102_x4_cropped,talking,20
157,0,44,0.4299999999999997,0.4637241003271535,0.0599999999999999,0.2874482006543076,103331102132331102_x4_cropped,alone,0
158,34,44,0.4299999999999997,0.4637241003271535,0.0599999999999999,0.2874482006543076,103331102132331102_x4_cropped,walking,23
159,39,44,0.4299999999999997,0.4637241003271535,0.0599999999999999,0.2874482006543076,103331102132331102_x4_cropped,crossing crosswalk,27
160,12,44,0.4299999999999997,0.4637241003271535,0.0599999999999999,0.2874482006543076,103331102132331102_x4_cropped,phone interaction,10
162,0,45,0.7143213105865631,0.2184486307155912,0.0255334139858237,0.0743620501635768,103331102132331102_x4_cropped,alone,0
163,34,45,0.7143213105865631,0.2184486307155912,0.0255334139858237,0.0743620501635768,103331102132331102_x4_cropped,walking,23
166,0,46,0.0314314254411986,0.3049403850127808,0.0471682340647857,0.1372047136875345,103331102132331102_x4_cropped,alone,0
167,26,46,0.0314314254411986,0.3049403850127808,0.0471682340647857,0.1372047136875345,103331102132331102_x4_cropped,standing,17
169,0,47,0.2430609044894366,0.1584507042253521,0.0154324383802816,0.0464788732394366,103331102132331102_x4_cropped,alone,0
170,26,47,0.2430609044894366,0.1584507042253521,0.0154324383802816,0.0464788732394366,103331102132331102_x4_cropped,standing,17
173,0,48,0.2214554907570422,0.1707746478873239,0.018518926056338,0.0640845070422535,103331102132331102_x4_cropped,alone,0
174,26,48,0.2214554907570422,0.1707746478873239,0.018518926056338,0.0640845070422535,103331102132331102_x4_cropped,standing,17
177,7,49,0.1011630415094335,0.2218309859154928,0.0790912466989436,0.0690140845070422,103331102132331102_x4_cropped,group,7
178,22,49,0.1011630415094335,0.2218309859154928,0.0790912466989436,0.0690140845070422,103331102132331102_x4_cropped,sitting,15
179,5,49,0.1011630415094335,0.2218309859154928,0.0790912466989436,0.0690140845070422,103331102132331102_x4_cropped,dining,5
181,7,50,0.1778385772913817,0.2615614583104725,0.0779753761969903,0.1211048279528204,021000330320032210_x4_cropped,group,7
182,34,50,0.1778385772913817,0.2615614583104725,0.0779753761969903,0.1211048279528204,021000330320032210_x4_cropped,walking,23
183,7,51,0.6365337415858651,0.405286767059961,0.3180595997238269,0.3166175872879576,021000330320032210_x4_cropped,group,7
184,26,51,0.6365337415858651,0.405286767059961,0.3180595997238269,0.3166175872879576,021000330320032210_x4_cropped,standing,17
185,30,51,0.6365337415858651,0.405286767059961,0.3180595997238269,0.3166175872879576,021000330320032210_x4_cropped,talking,20
186,4,52,0.40766073871409,0.2397857832329877,0.0246238030095759,0.0863265834443117,021000330320032210_x4_cropped,couple/2people,4
187,34,52,0.40766073871409,0.2397857832329877,0.0246238030095759,0.0863265834443117,021000330320032210_x4_cropped,walking,23
188,7,53,0.4989740082079341,0.2169101764749121,0.0471956224350205,0.0717543724723206,021000330320032210_x4_cropped,group,7
189,26,53,0.4989740082079341,0.2169101764749121,0.0471956224350205,0.0717543724723206,021000330320032210_x4_cropped,standing,17
190,0,54,0.3854687971273659,0.2821617640962616,0.0279680145003978,0.1198563245718633,021000330320032210_x4_cropped,alone,0
191,34,54,0.3854687971273659,0.2821617640962616,0.0279680145003978,0.1198563245718633,021000330320032210_x4_cropped,walking,23
192,25,54,0.3854687971273659,0.2821617640962616,0.0279680145003978,0.1198563245718633,021000330320032210_x4_cropped,sport activities,16
193,0,55,0.8564979480164158,0.3018607821190906,0.0529958960328316,0.2437215642381811,021000331301001102_x4_cropped,alone,0
194,26,55,0.8564979480164158,0.3018607821190906,0.0529958960328316,0.2437215642381811,021000331301001102_x4_cropped,standing,17
196,0,56,0.05,0.295,0.06,0.21,021000331301001102_x4_cropped,alone,0
197,34,56,0.05,0.295,0.06,0.21,021000331301001102_x4_cropped,walking,23
199,4,57,0.5284199726402182,0.3783355924092988,0.0768399452804373,0.2982629639435049,021000331301001102_x4_cropped,couple/2people,4
200,34,57,0.5284199726402182,0.3783355924092988,0.0768399452804373,0.2982629639435049,021000331301001102_x4_cropped,walking,23
202,0,58,0.1591039671682626,0.3149880270476551,0.0582079343365253,0.2299760540953103,021000331301001102_x4_cropped,alone,0
203,34,58,0.1591039671682626,0.3149880270476551,0.0582079343365253,0.2299760540953103,021000331301001102_x4_cropped,walking,23
205,4,59,0.6115458276333786,0.3287215642381805,0.0630916552667584,0.2374431284763627,021000331301001102_x4_cropped,couple/2people,4
206,34,59,0.6115458276333786,0.3287215642381805,0.0630916552667584,0.2374431284763627,021000331301001102_x4_cropped,walking,23
208,0,60,0.1397818290496113,0.3881828090688536,0.079563658099223,0.2763656181377074,103330313110120010_x4_cropped,alone,0
209,34,60,0.1397818290496113,0.3881828090688536,0.079563658099223,0.2763656181377074,103330313110120010_x4_cropped,walking,23
211,0,61,0.0473909145248057,0.2149096854413124,0.0347818290496114,0.1098193708826245,103330313110120010_x4_cropped,alone,0
212,34,61,0.0473909145248057,0.2149096854413124,0.0347818290496114,0.1098193708826245,103330313110120010_x4_cropped,walking,23
214,4,62,0.7147579199043637,0.3396351085127849,0.0979796772265396,0.2672760302295127,103330313110120010_x4_cropped,couple/2people,4
215,26,62,0.7147579199043637,0.3396351085127849,0.0979796772265396,0.2672760302295127,103330313110120010_x4_cropped,standing,17
217,4,63,0.1109944737222088,0.25,0.0753591136374044,0.1842031146804847,021001131123222002_x4_cropped,couple/2people,4
218,26,63,0.1109944737222088,0.25,0.0753591136374044,0.1842031146804847,021001131123222002_x4_cropped,standing,17
219,30,63,0.1109944737222088,0.25,0.0753591136374044,0.1842031146804847,021001131123222002_x4_cropped,talking,20
221,4,64,0.3632349986133155,0.3542892991338857,0.0689996149897331,0.2802417587310664,021001131123222002_x4_cropped,couple/2people,4
222,34,64,0.3632349986133155,0.3542892991338857,0.0689996149897331,0.2802417587310664,021001131123222002_x4_cropped,walking,23
224,4,65,0.1648342521315599,0.2911783952045349,0.1096685042631198,0.2423567904090698,021001131123222002_x4_cropped,couple/2people,4
225,34,65,0.1648342521315599,0.2911783952045349,0.1096685042631198,0.2423567904090698,021001131123222002_x4_cropped,walking,23
227,4,66,0.1811355525899377,0.3712922947786977,0.0755189502177865,0.2624648362917726,021001131123222002_x4_cropped,couple/2people,4
228,34,66,0.1811355525899377,0.3712922947786977,0.0755189502177865,0.2624648362917726,021001131123222002_x4_cropped,walking,23
230,0,67,0.1214673045854977,0.2782135523613957,0.0629346091709954,0.2164271047227924,103330322131333302_x4_cropped,alone,0
231,34,67,0.1214673045854977,0.2782135523613957,0.0629346091709954,0.2164271047227924,103330322131333302_x4_cropped,walking,23
233,0,68,0.3710773476564286,0.2992031146804848,0.0465745845175335,0.210507786701212,103330322131333302_x4_cropped,alone,0
234,34,68,0.3710773476564286,0.2992031146804848,0.0465745845175335,0.210507786701212,103330322131333302_x4_cropped,walking,23
236,0,69,0.5412025608975037,0.2659780439121755,0.0498659368420298,0.1919560878243514,103331212332223002_x4_cropped,alone,0
237,34,69,0.5412025608975037,0.2659780439121755,0.0498659368420298,0.1919560878243514,103331212332223002_x4_cropped,walking,23
240,0,70,0.8530049591894455,0.3709980039920155,0.069118047982552,0.2399999999999996,103331212332223002_x4_cropped,alone,0
241,26,70,0.8530049591894455,0.3709980039920155,0.069118047982552,0.2399999999999996,103331212332223002_x4_cropped,standing,17
242,12,70,0.8530049591894455,0.3709980039920155,0.069118047982552,0.2399999999999996,103331212332223002_x4_cropped,phone interaction,10
244,0,71,0.2458987229180938,0.2837269066268469,0.0403031929626249,0.1921951972205992,103331212332223002_x4_cropped,alone,0
245,26,71,0.2458987229180938,0.2837269066268469,0.0403031929626249,0.1921951972205992,103331212332223002_x4_cropped,standing,17
248,0,72,0.3276123301985369,0.4139920159680641,0.0524299522526263,0.2999600798403193,103331212332223002_x4_cropped,alone,0
249,26,72,0.3276123301985369,0.4139920159680641,0.0524299522526263,0.2999600798403193,103331212332223002_x4_cropped,standing,17
252,0,73,0.6743130118461158,0.4231526904226623,0.0718340717418998,0.3035948187554724,103331212332223002_x4_cropped,alone,0
253,26,73,0.6743130118461158,0.4231526904226623,0.0718340717418998,0.3035948187554724,103331212332223002_x4_cropped,standing,17
256,0,74,0.9116402741392214,0.3319760479041917,0.0432805482784435,0.2239520958083832,103331212332223002_x4_cropped,alone,0
257,26,74,0.9116402741392214,0.3319760479041917,0.0432805482784435,0.2239520958083832,103331212332223002_x4_cropped,standing,17
258,12,74,0.9116402741392214,0.3319760479041917,0.0432805482784435,0.2239520958083832,103331212332223002_x4_cropped,phone interaction,10
260,0,75,0.8347624672529931,0.2397683175103422,0.0298416448353292,0.1404633649793155,103331212332223002_x4_cropped,alone,0
261,26,75,0.8347624672529931,0.2397683175103422,0.0298416448353292,0.1404633649793155,103331212332223002_x4_cropped,standing,17
262,12,75,0.8347624672529931,0.2397683175103422,0.0298416448353292,0.1404633649793155,103331212332223002_x4_cropped,phone interaction,10
264,0,76,0.9755149698813246,0.3878642714570854,0.0474626212746267,0.2658682634730537,103331212332223002_x4_cropped,alone,0
265,26,76,0.9755149698813246,0.3878642714570854,0.0474626212746267,0.2658682634730537,103331212332223002_x4_cropped,standing,17
267,0,77,0.9850791775823352,0.3107906215921484,0.0298416448353289,0.201254089422028,103331212332223002_x4_cropped,alone,0
268,34,77,0.9850791775823352,0.3107906215921484,0.0298416448353289,0.201254089422028,103331212332223002_x4_cropped,walking,23
270,0,78,0.6242687396751101,0.4199999999999999,0.0685374793502202,0.2799999999999999,021000322113301110_x4_cropped,alone,0
271,34,78,0.6242687396751101,0.4199999999999999,0.0685374793502202,0.2799999999999999,021000322113301110_x4_cropped,walking,23
273,0,79,0.4838868908314975,0.3588546255506608,0.0677737816629953,0.1977092511013215,021000322113301110_x4_cropped,alone,0
274,26,79,0.4838868908314975,0.3588546255506608,0.0677737816629953,0.1977092511013215,021000322113301110_x4_cropped,standing,17
276,36,79,0.4838868908314975,0.3588546255506608,0.0677737816629953,0.1977092511013215,021000322113301110_x4_cropped,with coffee or drinks,25
277,4,80,0.0807790902861103,0.3969642107583955,0.124149917400881,0.2508370044052858,021000322113301110_x4_cropped,couple/2people,4
278,26,80,0.0807790902861103,0.3969642107583955,0.124149917400881,0.2508370044052858,021000322113301110_x4_cropped,standing,17
279,30,80,0.0807790902861103,0.3969642107583955,0.124149917400881,0.2508370044052858,021000322113301110_x4_cropped,talking,20
281,0,81,0.052650636814165,0.4567912428504194,0.0536730384961714,0.2748123195380174,021000322113301110_x4_cropped,alone,0
282,26,81,0.052650636814165,0.4567912428504194,0.0536730384961714,0.2748123195380174,021000322113301110_x4_cropped,standing,17
284,0,82,0.9649999999999987,0.5243049525310272,0.0700000000000024,0.488609905062053,103330233032111102_x4_cropped,alone,0
285,26,82,0.9649999999999987,0.5243049525310272,0.0700000000000024,0.488609905062053,103330233032111102_x4_cropped,standing,17
287,0,83,0.5559772863120146,0.5037283296734443,0.1119545726240286,0.3674566593468884,103330233032111102_x4_cropped,alone,0
288,22,83,0.5559772863120146,0.5037283296734443,0.1119545726240286,0.3674566593468884,103330233032111102_x4_cropped,sitting,15
290,4,84,0.839622484687102,0.3049750223611208,0.1384899387484224,0.2712776771935307,103330233032111102_x4_cropped,couple/2people,4
291,34,84,0.839622484687102,0.3049750223611208,0.1384899387484224,0.2712776771935307,103330233032111102_x4_cropped,walking,23
292,16,84,0.839622484687102,0.3049750223611208,0.1384899387484224,0.2712776771935307,103330233032111102_x4_cropped,pushing stroller or shopping cart,12
294,0,85,0.1589659294680215,0.2141835357193467,0.02,0.1,103330233032111102_x4_cropped,alone,0
295,34,85,0.1589659294680215,0.2141835357193467,0.02,0.1,103330233032111102_x4_cropped,walking,23
297,7,86,0.858393961538771,0.2311741672318142,0.1198106029909856,0.1099999999999994,103330233032111102_x4_cropped,group,7
298,22,86,0.858393961538771,0.2311741672318142,0.1198106029909856,0.1099999999999994,103330233032111102_x4_cropped,sitting,15
300,0,87,0.13,0.2,0.02,0.1,103330233032111102_x4_cropped,alone,0
301,34,87,0.13,0.2,0.02,0.1,103330233032111102_x4_cropped,walking,23
303,0,88,0.2329886431560071,0.189364164836722,0.02,0.09,103330233032111102_x4_cropped,alone,0
304,26,88,0.2329886431560071,0.189364164836722,0.02,0.09,103330233032111102_x4_cropped,standing,17
306,7,89,0.2898206814106394,0.1954515727934382,0.0953138075313806,0.1276372884642635,103330233032111102_x4_cropped,group,7
307,22,89,0.2898206814106394,0.1954515727934382,0.0953138075313806,0.1276372884642635,103330233032111102_x4_cropped,sitting,15
309,7,90,0.5132074416163183,0.2806638162356412,0.0871692745058598,0.1813276324712875,103330233032111102_x4_cropped,group,7
310,34,90,0.5132074416163183,0.2806638162356412,0.0871692745058598,0.1813276324712875,103330233032111102_x4_cropped,walking,23
311,30,90,0.5132074416163183,0.2806638162356412,0.0871692745058598,0.1813276324712875,103330233032111102_x4_cropped,talking,20
313,51,90,0.5132074416163183,0.2806638162356412,0.0871692745058598,0.1813276324712875,103330233032111102_x4_cropped,teenager,39
314,4,91,0.2728272564255827,0.2834537527449169,0.0618410041841002,0.1836416483672204,103330233032111102_x4_cropped,couple/2people,4
315,26,91,0.2728272564255827,0.2834537527449169,0.0618410041841002,0.1836416483672204,103330233032111102_x4_cropped,standing,17
318,42,91,0.2728272564255827,0.2834537527449169,0.0618410041841002,0.1836416483672204,103330233032111102_x4_cropped,kid,30
319,0,92,0.1978272564255828,0.2154552060459026,0.0243454871488344,0.1109104120918052,103330233032111102_x4_cropped,alone,0
320,34,92,0.1978272564255828,0.2154552060459026,0.0243454871488344,0.1109104120918052,103330233032111102_x4_cropped,walking,23
322,0,93,0.5875312218259642,0.2111991448706901,0.0343653042704719,0.1223982897413825,103330233032111102_x4_cropped,alone,0
323,34,93,0.5875312218259642,0.2111991448706901,0.0343653042704719,0.1223982897413825,103330233032111102_x4_cropped,walking,23
325,4,94,0.3813202084134204,0.265510350996169,0.0799965309314426,0.1813276324712872,103330233032111102_x4_cropped,couple/2people,4
326,34,94,0.3813202084134204,0.265510350996169,0.0799965309314426,0.1813276324712872,103330233032111102_x4_cropped,walking,23
