,ifile,x,y,width,height,ilabel,num_labels
57,11,0.2,0.21,0.04,0.18,"[0, 29, 39]",3
58,11,0.2662485939257596,0.3139659216962776,0.0924971878515182,0.367931843392555,"[0, 22, 39]",3
59,11,0.635,0.34,0.09,0.42,"[0, 29, 39]",3
60,12,0.4436878274244645,0.3018713450292398,0.0531322337962964,0.211111111111111,"[4, 29, 39, 42]",4
61,12,0.6706358570398798,0.2531578947368419,0.0236542727623454,0.1399999999999999,"[0, 22, 39]",3
62,12,0.7370848245106404,0.3375243664717349,0.0687121431327144,0.2392592592592592,"[0, 12, 22, 39]",4
63,12,0.98,0.37,0.0399999999999999,0.3,"[0, 29, 31, 39]",4
64,13,0.0445106907894736,0.2994541910331383,0.0747779605263158,0.1484600389863548,"[0, 29, 34, 39, 49]",5
65,13,0.0534128289473684,0.2057894736842105,0.0213651315789473,0.0473684210526315,"[0, 29, 34, 39]",4
66,13,0.0620068962191358,0.5450000000000004,0.1240137924382716,0.4100000000000003,"[0, 2, 34, 39]",4
67,13,0.0795257675438596,0.2110526315789473,0.0213651315789473,0.0389473684210526,"[0, 29, 34, 39]",4
68,13,0.1056825657894737,0.3905263157894737,0.05,0.26,"[0, 29, 34, 39]",4
69,13,0.1237397203947368,0.2089473684210526,0.0219586074561403,0.0747368421052631,"[0, 29, 34, 42]",4
70,13,0.1471820175438596,0.2021052631578947,0.0249259868421052,0.0463157894736842,"[0, 29, 34, 39]",4
71,13,0.1489624451754386,0.2473684210526315,0.0391694078947368,0.04,"[0, 29, 34, 39]",4
72,13,0.1597478070175438,0.4113157894736842,0.05,0.29,"[0, 12, 29, 34, 39]",5
73,13,0.1815282346491228,0.28,0.03,0.16,"[0, 29, 34, 39]",4
74,13,0.2073915252739482,0.2737115588547189,0.0347830505478968,0.1274231177094379,"[0, 29, 34, 39]",4
75,13,0.2308621162280701,0.239980465479712,0.0261129385964912,0.1010135625383713,"[0, 29, 34, 39]",4
76,13,0.2696632160189245,0.3308382066276803,0.0667865065586419,0.2185185185185183,"[0, 25, 29, 39, 42]",5
77,13,0.2830879934210527,0.2689473684210526,0.0261129385964912,0.1589473684210526,"[0, 29, 34, 39]",4
78,13,0.3459964364035084,0.2390838206627681,0.0261129385964911,0.0760623781676413,"[0, 22]",2
79,13,0.3533730317226656,0.2963157894736838,0.0253809318663838,0.1399999999999997,"[0, 29, 39]",3
80,13,0.4292434210526318,0.3389668615984405,0.05,0.2125925925925925,"[0, 29, 39]",3
81,13,0.4783415570175439,0.19,0.0451041666666667,0.0663157894736842,"[7, 29, 42]",3
82,13,0.4934751918859643,0.2315985645745092,0.0219586074561402,0.0991425482523325,"[0, 29]",2
83,13,0.4994216008771925,0.3845175438596492,0.0845997807017545,0.2678070175438598,"[4, 22, 31, 39]",4
84,13,0.6390803179824555,0.2647368421052632,0.0662911184210522,0.1589473684210527,"[7, 22, 26, 39]",4
85,13,0.663560855263158,0.4331578947368421,0.06,0.3,"[0, 22, 39]",3
86,13,0.7362760416666656,0.2808285427247864,0.0299999999999999,0.1606044538706258,"[0, 29, 39]",3
87,13,0.8006825657894737,0.3234210526315789,0.0399999999999999,0.17,"[0, 12, 29, 39]",4
88,14,0.0428315532755865,0.3135442952921205,0.0856631065511731,0.2272785235393981,"[4, 26, 29, 34, 39]",5
89,14,0.1675351105878395,0.2171360738230301,0.0350702211756791,0.1248206935337388,"[0, 29, 39]",3
90,14,0.8387675552939197,0.4635917785309095,0.0975351105878397,0.3271835570618193,"[0, 29, 39]",3
91,14,0.9271528887393826,0.5590928411797992,0.0786115549575313,0.3696413870674782,"[0, 22, 27, 39]",4
92,14,0.958385333445463,0.668259395859385,0.0832293331090742,0.3999999999999999,"[0, 29, 39]",3
93,15,0.715,0.19,0.03,0.14,"[0, 29, 39]",3
94,16,0.0816779985495987,0.3810982227243099,0.1003257790340123,0.2590670644061976,"[4, 29, 34, 39]",4
95,16,0.165,0.205,0.01,0.03,[39],1
96,16,0.223003111597006,0.3571835570618192,0.0976755529391978,0.2534599553034378,"[0, 29, 32, 34, 39]",5
97,16,0.3647048696481787,0.388333333333333,0.0699662593580862,0.263703703703704,"[4, 26, 29, 34, 39]",5
98,16,0.465764443696914,0.327177678342895,0.0343057774787652,0.1952742729438392,"[0, 29, 34, 39]",4
99,16,0.488229333109074,0.3876084203388558,0.0364586662181481,0.2315131369740075,"[0, 29, 34, 39]",4
100,16,0.5797372360857698,0.4000925925925924,0.0642073039616667,0.2801851851851851,"[4, 26, 29, 34, 39]",5
101,16,0.8519111092422835,0.4526846197107082,0.1684088806660504,0.3682806488371762,"[7, 22, 26, 39]",4
102,16,0.9336655929144136,0.2582184688010771,0.086287107896729,0.1476371364719197,"[4, 26, 29, 39]",4
103,16,0.9649999999999984,0.4326371364719196,0.0700000000000001,0.2852742729438396,"[0, 22, 39]",3
104,16,0.9900468991126544,0.2597222222222222,0.0182713638117283,0.1138888888888888,"[0, 29, 39]",3
105,17,0.4221990068624073,0.3383298284993948,0.0487368447433332,0.203696694035827,"[0, 29, 34, 39]",4
106,17,0.6322820109386723,0.3577584451975765,0.0720350866921605,0.2388502237284862,"[0, 29, 34, 39]",4
107,17,0.7118001302083333,0.211574074074074,0.019315441743827,0.0601851851851851,"[0, 29, 39]",3
108,17,0.735,0.395,0.07,0.23,"[0, 29, 34, 39]",4
109,17,0.7810440779320976,0.3401851851851852,0.0420881558641976,0.1803703703703701,"[0, 29, 34, 39]",4
110,17,0.7828770461648454,0.1874648396735353,0.0193601589867279,0.0679817300686879,"[0, 39]",2
111,17,0.851620154855032,0.2008778772126604,0.0434992412108027,0.0726113596983178,"[0, 15, 29, 39]",4
112,17,0.8800174336863273,0.2146425180164305,0.0231329208984569,0.0942006960441787,"[0, 29, 39]",3
113,17,0.9286115549575304,0.4152742729438391,0.0772231099150618,0.310548545887679,"[0, 29, 34, 39]",4
114,17,0.9849999999999997,0.2257085197737384,0.0299999999999996,0.09475037288081,"[0, 29, 39]",3
115,18,0.9319193726272216,0.3900351603264643,0.101685856515062,0.3228410887628298,"[4, 22, 26, 39]",4
116,19,0.2386817761332098,0.2199999999999999,0.05736355226642,0.1181856823595984,"[4, 22, 26, 39]",4
117,19,0.5058502228576236,0.3941878076573774,0.1851795475569755,0.3236498882585941,"[0, 2, 30, 39]",4
118,19,0.8396879993272219,0.3522678970505019,0.1393759986544453,0.2554642058989962,"[0, 2, 12, 30, 39]",5
119,20,0.7002474690663678,0.192992697506345,0.0314960629921273,0.1019464483798647,"[0, 3, 22, 39]",4
120,20,0.7675534308211485,0.3810462491264813,0.1951068616422922,0.3779075017470402,"[7, 22, 26, 39]",4
121,20,0.8528740157480317,0.22,0.0457480314960628,0.16,"[0, 29, 39]",3
122,20,0.92,0.185,0.02,0.09,"[0, 29, 39]",3
123,21,0.045,0.76,0.09,0.46,"[0, 29, 39]",3
124,21,0.155,0.35,0.05,0.22,"[0, 29, 39]",3
125,22,0.1431271091113614,0.4400851957593074,0.1362429696287959,0.2837711885321483,"[6, 7, 19, 22, 39]",5
126,22,0.7559448818897653,0.4950608541137906,0.2421034870641204,0.417761451873943,"[4, 22, 39]",3
127,23,0.223229333109074,0.2816250621468017,0.0464586662181482,0.1958427168861959,"[0, 29, 34, 39]",4
128,23,0.4092044403330247,0.3426371364719196,0.18209065679926,0.3320042505955584,"[7, 34, 39]",3
129,23,0.4734399966361106,0.1777583332104957,0.0299999999999999,0.0768036911515055,"[0, 22, 39]",3
130,23,0.5269968884029936,0.3142047663525932,0.0518408880666051,0.2097761496544119,"[0, 12, 29, 34, 39]",5
131,23,0.5303915895061728,0.2212962962962963,0.0271460262345679,0.1129629629629629,"[0, 12, 22, 39]",4
132,23,0.6669813304179629,0.3583649888258595,0.1539626608359271,0.256729977651719,"[0, 15, 29, 34, 39]",5
133,23,0.8326749277054336,0.305670420087812,0.0667823305940739,0.2142264728177807,"[0, 22, 39]",3
134,23,0.970979345056914,0.3287898521028953,0.0494297549286431,0.2153574819835695,"[0, 29, 39]",3
135,24,0.0546983506944444,0.3423148148148145,0.0493967013888888,0.1646296296296295,"[0, 29, 39]",3
136,24,0.1161466655453704,0.30595464205899,0.0722933310907408,0.2100949664775781,"[4, 29, 39]",3
137,24,0.1848439996636111,0.3276371364719198,0.0696879993272222,0.2152742729438393,"[0, 29, 39]",3
138,24,0.2776911109242284,0.2695464205898995,0.0353822218484568,0.1390928411797993,"[0, 29, 39]",3
139,24,0.3137675552939196,0.3324103467668695,0.0475351105878398,0.204820693533739,"[0, 29, 39]",3
140,24,0.3857644436969138,0.2552267897050502,0.0493759986544444,0.1486392617696989,"[0, 29, 39]",3
141,24,0.4675351105878394,0.3057278523539398,0.0393759986544446,0.2020042505955582,"[0, 22, 39]",3
142,24,0.4960999915902785,0.2628639261769699,0.0310764443696911,0.1486392617696988,"[0, 29, 39]",3
143,24,0.5709204440333027,0.3674103467668695,0.0418408880666049,0.214820693533739,"[0, 22, 39]",3
144,24,0.775975527710033,0.2895939038286889,0.0310764443696911,0.1486392617696988,"[0, 22, 39]",3
145,24,0.8580733327726852,0.3697732102949498,0.0561466655453703,0.2795464205898998,"[0, 19, 39]",3
146,24,0.9332616168445728,0.3789815963426366,0.0581267829356698,0.2806563962839676,"[0, 19, 39]",3
147,25,0.6003977798334875,0.2925896532331304,0.1114977714237659,0.2130063758933373,"[7, 22, 26, 39]",4
148,25,0.7773952934702457,0.3595112602634344,0.0510026724632093,0.2619339299426284,"[4, 29, 39]",3
149,25,0.9780733327726856,0.1964082214690902,0.0361466655453701,0.1071835570618192,"[0, 22, 39]",3
150,25,0.98,0.3912289150028292,0.04,0.2824578300056589,"[0, 22, 39]",3
151,26,0.0582128451433567,0.2101158493699257,0.070937650848864,0.2125097372276733,"[0, 29, 39]",3
152,26,0.1049141320683678,0.2803475481097772,0.0898282641367356,0.2843243782357922,"[0, 29, 39]",3
153,27,0.0296962627121605,0.4281446433142096,0.0593925254243211,0.2906306239784565,"[0, 29, 34, 39]",4
154,27,0.1268795727861405,0.2330063758933373,0.0304524430241361,0.0914557047078794,"[0, 22, 39]",3
155,27,0.1299652020290431,0.3785695065912458,0.0809428026547529,0.2486838056490253,"[0, 29, 34, 39]",4
156,27,0.3026401297344747,0.2805842716886194,0.0305337026691975,0.1293800025104392,"[0, 29, 34, 39]",4
157,27,0.3315151357083949,0.2434962465788549,0.0315454141637037,0.11300750684229,"[0, 29, 34, 39]",4
158,27,0.3875592136404936,0.1774074074074072,0.0257217258920994,0.0799999999999998,"[4, 29, 39]",3
159,27,0.4092785493827161,0.1680555555555555,0.0146170910493827,0.0638888888888889,"[0, 22, 39]",3
160,27,0.4156594245502776,0.2740453579410098,0.042966225643766,0.1633649888258594,"[0, 29, 34, 39]",4
161,27,0.4344269798441974,0.1835314069053194,0.0173691024353089,0.0799999999999999,"[0, 22, 39]",3
162,27,0.5618408880666048,0.2028639261769699,0.0458346648725927,0.1086392617696988,"[0, 11, 29, 34, 39]",5
163,27,0.6066122350211726,0.1941379505336024,0.0215454141637029,0.0869983718766342,"[4, 26, 29, 34, 39]",5
164,27,0.6519968884029929,0.2005010626488895,0.0239937768059873,0.088039162334816,"[0, 19, 34, 39]",4
165,27,0.6812608506944444,0.1888888888888888,0.0219256365740741,0.0444444444444444,"[4, 22, 39]",3
166,27,0.7056270581126849,0.2040740740740739,0.0240103035758647,0.0923113099808763,"[0, 29, 34, 39]",4
167,27,0.7793191856131174,0.1950351603264644,0.0431714008703087,0.0852039522909101,"[4, 22, 39]",3
168,28,0.5238746624228395,0.1709259259259259,0.01,0.06,"[0, 29, 39]",3
169,28,0.6864586662181488,0.3764557047078794,0.0593759986544438,0.2690928411797991,"[0, 22, 39]",3
170,28,0.7701535688030247,0.2771425180164306,0.0446129150848153,0.1095335322030987,"[0, 29, 39]",3
171,28,0.7882137751240424,0.4399390628999338,0.1121217727693207,0.3279489436272097,"[4, 26, 29, 39]",4
172,28,0.9123085455246914,0.1505555555555555,0.01,0.05,"[0, 29, 39]",3
173,28,0.9407424286265434,0.1590740740740739,0.0120881558641973,0.0599999999999999,"[0, 29, 39]",3
174,29,0.1127702850922936,0.4457890647443709,0.0921300763574268,0.2675040554146681,"[0, 29, 39]",3
175,29,0.3492149854328923,0.4021914705835485,0.088038463600115,0.2796911329069773,"[0, 29, 31, 39]",4
176,29,0.7721108357738232,0.5245015546305529,0.1042216715476461,0.3090031092611054,"[0, 29, 39]",3
177,29,0.9188296913719312,0.4553436741463643,0.1491935120522638,0.3393288733659425,"[0, 29, 32, 39]",4
178,30,0.1499029830150876,0.3673722626774945,0.055953747061939,0.227477696867233,"[0, 12, 29, 39]",4
179,30,0.4849999999999999,0.3510185185185185,0.0299999999999999,0.2020370370370368,"[0, 29, 39]",3
180,30,0.5301903581887815,0.435,0.0603807163775624,0.2699999999999999,"[0, 22, 39]",3
181,31,0.0201845444059976,0.2127588163372943,0.0380622837370242,0.1595691122529707,"[0, 29, 39]",3
182,31,0.0278835323271006,0.4271603812683034,0.0557670646542013,0.2743207625366069,"[0, 22, 34, 39]",4
183,31,0.178264248704663,0.3468869965817648,0.0542216715476458,0.2174074074074072,"[0, 22, 39]",3
184,31,0.1911067691646371,0.2780052736401787,0.0353181802405056,0.1346699388050898,"[0, 12, 29, 39]",4
185,31,0.2605654426672674,0.4354582321951526,0.1265059698130208,0.2586415250732139,"[4, 22, 26, 34, 39]",5
186,31,0.2795518663194444,0.2652777777777777,0.0266239872685184,0.0824074074074074,"[0, 12, 29, 39]",4
187,31,0.3168271363811729,0.2650925925925926,0.0336542727623453,0.1301851851851851,"[0, 29, 39]",3
188,31,0.3413437711196215,0.4001145580487882,0.0542216715476458,0.2647789947317597,"[0, 22, 34, 39]",4
189,31,0.3574971840504617,0.2197708839024235,0.0326875422392429,0.1199999999999999,"[0, 22, 39]",3
190,31,0.3725473410810593,0.2546792676881355,0.0369088292327653,0.1411548075439051,"[0, 22, 39]",3
191,31,0.3819327955988701,0.2927953501427343,0.0484792429211026,0.1748675319096839,"[0, 22, 39, 44]",4
192,31,0.3928343219521605,0.2101851851851852,0.0224476755401234,0.0907407407407407,"[0, 29, 34, 39]",4
193,31,0.4929098880177693,0.2813270479349701,0.0395553084429467,0.1459874292032734,"[0, 29, 34, 39]",4
194,31,0.5349170206919278,0.3150486616802014,0.0515341293084028,0.19621654530085,"[0, 29, 34, 39]",4
195,31,0.7085149062918908,0.305017572364956,0.0335095108478383,0.18865909743817,"[0, 29, 34, 39]",4
196,31,0.7931728636188263,0.238659772791312,0.0397346392885968,0.1154136259296191,"[4, 22, 23, 39]",4
197,31,0.8824971840504585,0.2909698568383173,0.0357670646542015,0.1385185185185189,"[0, 29, 34, 39]",4
198,31,0.8992273034467227,0.2598810488599727,0.0292273034467222,0.1279629629629631,"[0, 29, 34, 39]",4
199,31,0.9215341293084024,0.3423894973658797,0.0630682586168058,0.2047789947317596,"[0, 29, 34, 39]",4
200,31,0.9680738905158828,0.2839902676639597,0.0515341293084029,0.1565693433062638,"[0, 29, 39]",3
201,32,0.7440916127573104,0.3511155042023502,0.0482324975699395,0.2417187084083939,"[4, 29, 34, 39]",4
202,32,0.9587796015559592,0.3712033660271326,0.0824407968880801,0.3044343075556814,"[7, 29, 34, 39]",4
203,33,0.5594120297364266,0.4577250606829082,0.1211308853345355,0.3650081108293362,"[4, 29, 34, 39]",4
204,34,0.270242786049274,0.2961750106200436,0.0604855720985478,0.1686463175363837,"[0, 29, 34, 39]",4
205,34,0.42,0.15,0.0,0.04,[39],1
206,34,0.4511374191359678,0.3002071506413809,0.0364477106743086,0.1564105166685137,"[0, 29, 34, 39]",4
207,34,0.5,0.145,0.0,0.03,[39],1
208,34,0.6076205567260424,0.4006745066955824,0.0663310241134791,0.2669924307715037,"[0, 27, 29, 34, 39]",5
209,34,0.7428835323271008,0.3088757096151714,0.0480738905158814,0.1566754528491449,"[0, 29, 34, 39]",4
210,34,0.794036945257941,0.3838182617524919,0.068073890515882,0.227636523504984,"[0, 27, 29, 34, 39]",5
211,35,0.0476819103401667,0.3642062044878186,0.0953638206803334,0.2884124089756374,"[4, 22, 26, 39]",4
212,35,0.1005598107681909,0.2936080687261565,0.0373124577607569,0.1959266012790682,"[0, 22, 39]",3
213,35,0.3124971840504618,0.188183292878061,0.0273011939626042,0.1004582321951527,"[0, 22, 39]",3
214,35,0.3578128710328572,0.2270238577633196,0.0201832430817164,0.1237827793460076,"[0, 22, 28, 39]",4
215,36,0.0646136517233611,0.2070458232195152,0.0292273034467222,0.1063665857561221,"[0, 29, 39]",3
216,36,0.4716434643071447,0.2431437550569087,0.0318020713612014,0.1300790756423039,"[0, 22, 39]",3
217,36,0.7109686866411355,0.4143207625366064,0.1188240594728537,0.2799999999999997,"[0, 29, 30, 39]",4
218,36,0.7575084478486138,0.3643248179512748,0.0942104077494939,0.2836577467318854,"[0, 22, 30, 39]",4
219,36,0.7838415075231466,0.3212962962962965,0.0401970003858031,0.1870370370370369,"[0, 22, 39]",3
220,36,0.8546136517233615,0.3370590024932323,0.0492273034467236,0.1663402272086878,"[0, 22, 39]",3
221,36,0.8988992984504971,0.3329099081915222,0.04296283585413,0.1929447152448638,"[0, 22, 39]",3
222,36,0.932922206031598,0.2800925925925925,0.034359554810112,0.1398148148148149,"[0, 29, 39]",3
223,36,0.9607424286265432,0.3164814814814816,0.0310440779321001,0.1729629629629631,"[0, 22, 39]",3
224,36,0.9849999999999998,0.3229626252863917,0.0299999999999991,0.2263834827679363,"[0, 22, 39]",3
225,37,0.5349623155585436,0.5194563468975664,0.1239736739676593,0.306612073208018,"[0, 15, 29, 39]",4
226,38,0.5448781105324072,0.3622222222222218,0.0697562210648155,0.2337037037037036,"[4, 26, 29, 39]",4
227,38,0.6401391300154313,0.3801851851851847,0.0561019483024692,0.2455555555555552,"[4, 29, 39]",3
228,38,0.6689152922453698,0.4549999999999995,0.0778305844907419,0.2899999999999996,"[0, 29, 39]",3
229,38,0.7146170910493833,0.3714814814814812,0.0441763117283945,0.2029629629629626,"[0, 29, 39]",3
230,39,0.052569565007716,0.3550925925925925,0.0367865065586419,0.190185185185185,"[0, 22, 39]",3
231,39,0.0841356819058642,0.4282407407407401,0.0578305844907407,0.2964814814814812,"[0, 29, 39]",3
232,39,0.2543967013888891,0.3582407407407407,0.0687934027777777,0.2364814814814813,"[0, 29, 39]",3
233,39,0.3089152922453702,0.2927777777777778,0.0578305844907411,0.1855555555555553,"[0, 29, 39]",3
234,39,0.3622679157021595,0.2665740740740739,0.0414035976080244,0.1638888888888883,"[0, 29, 32, 39]",4
235,39,0.4946343315972223,0.5003703703703696,0.169268663194444,0.3607407407407407,"[0, 29, 32, 39]",4
236,39,0.5815514081790122,0.1782407407407406,0.0125289351851848,0.0694444444444444,"[0, 22, 39]",3
237,39,0.6349593701774694,0.4373148148148148,0.0899187403549379,0.3346296296296295,"[4, 29, 39]",3
238,39,0.642308545524691,0.2002777777777777,0.0141763117283949,0.0838888888888887,"[0, 22, 39]",3
239,39,0.6642945842978395,0.1712962962962963,0.010962818287037,0.0537037037037037,"[0, 22, 39]",3
240,40,0.0221387283236994,0.3380796833194802,0.0442774566473988,0.1853567483591711,"[0, 2, 30, 39]",4
241,40,0.1925177845528455,0.1919406150583244,0.019132202191587,0.0699893955461293,"[0, 29, 39]",3
242,40,0.2672529493637327,0.1749734888653234,0.0298940659243549,0.0530222693531283,"[0, 22, 39]",3
243,40,0.5725369021649739,0.5551573202453294,0.0965446927798788,0.4923625637923685,"[0, 2, 30, 39]",4
244,40,0.6939008658835424,0.2077703088513744,0.0213277433277755,0.0719122857402082,"[0, 22, 39]",3
245,40,0.7732486539788664,0.5171455808489287,0.0719998018688561,0.3631238789670657,"[0, 14, 22, 39]",4
246,40,0.7757803468208092,0.2430758057499065,0.0315606936416183,0.0861516114998132,"[0, 29, 39]",3
247,40,0.8336994219653177,0.3079494628333956,0.0604624277456648,0.1846064459992525,"[7, 22, 26, 39]",4
248,40,0.9036705202312132,0.3517560653704387,0.0473410404624278,0.2057007612576277,"[0, 22, 39]",3
249,40,0.9342485549132946,0.3144359074351561,0.0484971098265899,0.1889395546129375,"[0, 22, 27, 39]",4
250,41,0.8251281811377243,0.3199001996007983,0.0547577761144381,0.2078243512974052,"[0, 22, 39]",3
251,42,0.1856421493902439,0.3499469777306468,0.0544071999823259,0.2375397667020148,"[4, 29, 39]",3
252,42,0.2725845318575469,0.3673710059700211,0.0798347820595723,0.215945691951502,"[4, 29, 39]",3
253,42,0.3557683141689494,0.3674231177094376,0.0616425624135453,0.2596611283757943,"[4, 22, 39]",3
254,42,0.5389945168498947,0.3256526880404681,0.0759994056065682,0.2328214910790685,"[4, 29, 39]",3
255,42,0.6108821846643556,0.3280758057499067,0.0459812954111731,0.2530612804986921,"[4, 22, 26, 39]",4
256,42,0.6952747529203114,0.3355053716660436,0.0659252283839747,0.2397182636645491,"[4, 29, 39]",3
257,42,0.7987861271676302,0.3882646340156948,0.0677456647398845,0.2802236353305932,"[4, 29, 39]",3
258,42,0.8231213872832371,0.3066424579146425,0.0778034682080932,0.2255881388289113,"[7, 29, 39]",3
259,42,0.918843930635838,0.4111516114998131,0.0692485549132951,0.3064042973328348,"[0, 29, 39]",3
260,42,0.98,0.3101263429165108,0.0399999999999994,0.216656983165857,"[0, 29, 39]",3
261,43,0.1306440250274817,0.4561698533679166,0.1292510371395968,0.3886710365962523,"[0, 11, 29, 34, 39]",5
262,43,0.4398438315702661,0.3563626723223747,0.0378568081385594,0.2241843243541276,"[0, 27, 29, 34, 39]",5
263,43,0.7107432582095123,0.3482021486664173,0.0755077032341541,0.216404297332835,"[0, 29, 34, 39]",4
264,43,0.826739313369274,0.3574231177094379,0.0627167630057801,0.2399999999999999,"[0, 29, 34, 39]",4
265,43,0.8629190751445079,0.4430758057499065,0.0858381502890184,0.3266569831658568,"[0, 22, 34, 39]",4
266,43,0.8808092485549133,0.2080758057499064,0.0616184971098267,0.0961516114998131,"[4, 26, 29, 39]",4
