,ifile,x,y,width,height,ilabel,num_labels
36,14,0.0697795119956379,0.365359869138495,0.0795590239912759,0.2507197382769901,"[0, 31, 36, 41]",4
37,14,0.3787410969874586,0.2653598691384949,0.0407539019901857,0.155081788440567,"[0, 31, 41]",3
38,14,0.4345590239912757,0.3482715376226823,0.0503129259814614,0.2343620501635767,"[0, 23, 41]",3
39,15,0.115,0.42,0.05,0.3,"[0, 23, 41]",3
40,15,0.1846230490049072,0.5085387131952017,0.1098719499727371,0.4309051254089419,"[0, 23, 41]",3
41,15,0.524637255486641,0.4139912758996732,0.0892745109732821,0.3079825517993459,"[0, 11, 23, 41]",4
42,17,0.347389755997819,0.2992693565976008,0.034779511995638,0.1985387131952019,"[0, 23, 41]",3
43,17,0.3882859144970009,0.3043620501635769,0.0365718289940022,0.1487241003271538,"[0, 20, 41]",3
44,17,0.5397795119956378,0.2919956379498362,0.0395590239912758,0.2039912758996728,"[0, 23, 41]",3
45,18,0.3209743899945475,0.4499073064340235,0.0819487799890949,0.099814612868048,[45],1
46,18,0.3966557083084284,0.3541766630316246,0.0733114166168556,0.2683533260632497,"[4, 31, 41]",3
47,19,0.975,0.5363576881134131,0.0499999999999998,0.3927153762268264,[41],1
48,20,0.0665710872162484,0.1659620709812498,0.033142174432497,0.1519241419624995,"[0, 23, 41]",3
49,20,0.2874671445639188,0.2531165561587493,0.0549342891278375,0.2262331123174985,"[0, 23, 41]",3
50,20,0.3115292712066905,0.1585910881012434,0.0280764635603344,0.1478593603349938,"[0, 31, 41]",3
51,20,0.315,0.1845393135699994,0.0299999999999999,0.1509213728600004,"[0, 11, 23, 41]",4
52,20,0.3397789725209081,0.2313279348643745,0.03,0.1978862129437492,"[0, 23, 41]",3
53,20,0.3716487455197132,0.1797696567849996,0.0277658303464753,0.1699999999999997,"[0, 23]",2
54,20,0.3979211469534053,0.1996748342381242,0.0319474313022697,0.1593496684762482,"[0, 23, 41]",3
55,20,0.3999999999999997,0.2916937987474993,0.0399999999999999,0.2323848283924999,"[0, 23, 41]",3
56,20,0.4114934289127837,0.1659620709812498,0.0229868578255673,0.1519241419624996,"[0, 23, 41]",3
57,20,0.504480286738352,0.0655827807937472,0.016129032258064,0.0977779640924959,"[0, 23, 41]",3
58,20,0.5471923536439666,0.0554472601256227,0.014336917562724,0.070352437578747,"[0, 23, 41]",3
59,20,0.7981421744324966,0.1919241419624994,0.0443369175627243,0.1399999999999999,"[0, 31, 36, 41]",4
60,21,0.9385846339967292,0.4316357688113412,0.0738975599781895,0.2599781897491824,"[0, 31, 41]",3
61,22,0.1565290178571428,0.3784078516902944,0.0716926799345692,0.0872410032715376,[45],1
62,22,0.2338975599781892,0.3190021810250815,0.0677951199563792,0.1787022900763356,"[0, 31, 41]",3
63,22,0.2369487799890949,0.3446292257360954,0.0538975599781894,0.2365430752453648,"[0, 23, 41]",3
64,22,0.6932859144969999,0.3172628135223558,0.0465718289940022,0.2545256270447107,"[0, 2, 41]",3
65,23,0.1947651138222464,0.1979280261723009,0.0430156079607415,0.1210468920392584,"[0, 20]",2
66,23,0.3547795119956378,0.2077153762268265,0.029559023991276,0.1354307524536532,"[0, 23, 41]",3
67,23,0.4683641459923661,0.3475408942202834,0.0767282919847327,0.2550817884405669,"[0, 31, 41]",3
68,24,0.015,0.24,0.03,0.12,[41],1
69,24,0.5826742690158128,0.3995365321701197,0.0746514619683754,0.2990730643402396,"[4, 23, 41]",3
70,25,0.0525320125068157,0.4204416575790615,0.0716642669711014,0.2717884405670665,"[0, 31, 41]",3
71,26,0.775,0.35,0.03,0.2,"[41, 44]",2
72,26,0.785,0.37,0.03,0.18,[41],1
73,27,0.90442054958184,0.4059106474264167,0.1111111111111111,0.3320053474748283,[7],1
74,28,0.8184565839694657,0.3310905125408939,0.1169131679389314,0.2618102508178841,"[4, 23, 27, 41]",4
75,29,0.0303769509950927,0.274814612868048,0.0607539019901854,0.1696292257360959,"[0, 31, 41]",3
76,29,0.1194807924959105,0.2320883315158123,0.0389615849918211,0.1641766630316247,"[0, 31, 41]",3
77,29,0.378662865492093,0.1846292257360959,0.0373257309841873,0.1292584514721919,"[0, 23, 41]",3
78,29,0.5111308529852782,0.3280861504907305,0.0622617059705558,0.2161723009814613,"[0, 23, 41]",3
79,29,0.6756756704948197,0.2634460196292255,0.0480796329743726,0.190883315158124,"[0, 31, 41]",3
80,29,0.7656116454811884,0.3126335877862594,0.0712232909623773,0.225267175572519,"[0, 23, 41]",3
81,30,0.0562774539704751,0.3459869138495087,0.1107910039060539,0.2854307524536525,"[4, 31, 41, 45]",4
82,30,0.0600426194452017,0.3893129770992363,0.0997723129089422,0.1068702290076335,[45],1
83,30,0.825753901990186,0.1830861504907305,0.0515078039803706,0.1574482006543076,"[0, 13, 41]",3
84,30,0.9136628654920924,0.214640130861505,0.0473257309841873,0.1299781897491822,"[0, 2, 41, 44]",4
85,30,0.9159743899945472,0.1429934569247546,0.0223897559978193,0.0685387131952017,"[0, 31, 41]",3
86,30,0.9699999999999996,0.2649073064340239,0.0600000000000002,0.1898146128680479,"[0, 23, 41]",3
87,31,0.3790398164871864,0.2127262813522353,0.0249359749863686,0.105452562704471,"[0, 23, 41]",3
88,31,0.418883353496455,0.1880861504907306,0.0177667069929116,0.0961723009814612,"[0, 23, 41]",3
89,31,0.4403769509950928,0.1996292257360958,0.014779511995638,0.070905125408942,"[0, 31, 41]",3
90,31,0.465,0.2224482006543075,0.03,0.11,"[0, 23, 41]",3
91,31,0.4862522414823669,0.2029336649075758,0.0460251046025104,0.0872832967344412,"[0, 15, 31]",3
92,31,0.5418071641419869,0.2042693565976004,0.0436143282839737,0.1085387131952017,"[0, 2, 36, 41]",4
93,31,0.5813371345079061,0.2068102508178842,0.0185206089830965,0.0943620501635769,"[0, 36, 41]",3
94,31,0.595945401956107,0.1957470010905125,0.0161308529852775,0.0926935659760085,"[0, 23, 41]",3
95,31,0.6242603044915486,0.2319956379498361,0.0425462189885493,0.1199999999999999,"[0, 23, 36, 41]",4
96,31,0.8027667069929123,0.2387241003271538,0.0455334139858228,0.1174482006543075,"[0, 36, 41]",3
97,31,0.8449999999999998,0.2513576881134133,0.0299999999999999,0.1627153762268266,"[0, 36, 41]",3
98,31,0.87187054849373,0.341543075245365,0.0437410969874585,0.2030861504907305,"[0, 36, 41]",3
99,31,0.8962731094942749,0.2853598691384949,0.0325462189885498,0.1507197382769901,"[0, 36, 41]",3
100,31,0.970376950995092,0.3192693565976007,0.0407539019901856,0.1985387131952018,"[0, 36, 41]",3
101,32,0.0100782314953653,0.3246183206106866,0.0201564629907306,0.1892366412213741,"[0, 31, 41]",3
102,32,0.0238833534964558,0.5327262813522355,0.0477667069929116,0.3654525627044711,"[0, 23, 36, 41]",4
103,32,0.06,0.6303598691384951,0.12,0.4207197382769904,"[0, 36, 41]",3
104,32,0.0909743899945473,0.2315430752453653,0.0419487799890948,0.1230861504907304,"[0, 23, 41]",3
105,32,0.1990436341900777,0.1854770055606875,0.0167364016736401,0.074190802224275,"[0, 31, 41]",3
106,32,0.2130902570233114,0.2345738599738107,0.0149432157800358,0.1134682857547735,"[19, 23, 31, 41]",4
107,32,0.3025334606655491,0.27953653217012,0.0516613706536345,0.1790730643402397,"[4, 23, 27, 41]",4
108,32,0.3574679874931844,0.3392693565976009,0.0549359749863687,0.1985387131952017,"[0, 23, 36, 41]",4
109,32,0.5218705484937293,0.2099073064340239,0.0237410969874593,0.099814612868048,"[0, 23, 41]",3
110,33,0.3297795119956378,0.2587241003271534,0.0595590239912758,0.2174482006543073,"[0, 31, 41]",3
111,33,0.6627667069929124,0.3504307524536532,0.0861592659487462,0.2808615049073064,"[4, 31, 41]",3
112,34,0.4473897559978191,0.0736314067611776,0.014779511995638,0.0672628135223554,"[0, 23, 41]",3
113,34,0.574306542462116,0.5697180217154642,0.4242033248369931,0.4747188093498772,"[0, 41, 44, 47]",4
114,34,0.6933279588672303,0.2633587786259539,0.1881932848282442,0.2061068702290075,"[7, 31, 41]",3
115,34,0.7269487799890939,0.3408124318429663,0.0347795119956381,0.1998146128680481,"[0, 11, 23, 41]",4
116,35,0.0212731094942748,0.4680752453653217,0.0425462189885496,0.3361504907306433,"[0, 23, 41]",3
117,35,0.0588975599781897,0.3510905125408938,0.1157182899400218,0.2527153762268261,"[7, 27, 41]",3
118,35,0.1699075620229005,0.3819629225736092,0.1530724338876771,0.2839258451472187,"[0, 31, 34, 41]",4
119,35,0.1906756704948202,0.6526335877862596,0.1413513409896402,0.425267175572519,"[0, 23, 41]",3
120,35,0.4177667069929113,0.289333502076117,0.0355334139858232,0.0786670041522338,"[0, 31, 41]",3
121,35,0.6121692679934585,0.2688033128518292,0.0443385359869133,0.117606625703658,"[0, 23, 41]",3
122,35,0.7262090844806421,0.3196292257360958,0.0724181689612871,0.1992584514721919,"[4, 23, 41]",3
123,35,0.7997795119956372,0.3214503816793893,0.034779511995638,0.2185387131952017,"[0, 23, 24, 41]",4
124,35,0.8346372554866409,0.3713500224232616,0.0477667069929117,0.1787087689468516,"[0, 23, 41]",3
125,35,0.8788193284828235,0.3364503816793894,0.0776386569656498,0.2329007633587784,"[4, 19, 23, 27, 41]",5
126,35,0.9309743899945468,0.328728329673444,0.0419487799890948,0.2174566593468882,"[0, 23, 41]",3
127,35,0.9649408987260616,0.3838996396702694,0.0495590239912759,0.2234351145038168,"[0, 23, 26, 41]",4
128,36,0.5900000000000003,0.4014503816793893,0.04,0.2629007633587786,"[0, 23, 41]",3
129,36,0.9135846339967284,0.3215430752453653,0.0471692679934569,0.2030861504907305,"[0, 31, 41]",3
130,36,0.9562731094942748,0.4299073064340241,0.0725462189885496,0.2798146128680479,"[0, 31, 41]",3
131,37,0.018285914497001,0.3787241003271536,0.0365718289940021,0.2374482006543074,"[0, 31, 41]",3
132,37,0.0500782314953653,0.3320883315158122,0.0801564629907306,0.2241766630316249,"[0, 31, 41]",3
133,37,0.7465718289940003,0.305359869138495,0.0731436579880046,0.2307197382769902,"[0, 31, 41]",3
134,37,0.7542667368116139,0.2546346782987999,0.044807924959106,0.1166848418756814,"[0, 20, 41]",3
135,38,0.1109743899945473,0.2998146128680479,0.0407539019901853,0.2083533260632497,"[0, 23, 41]",3
136,38,0.3384491931911123,0.1423118865866957,0.0280796329743729,0.0708833151581243,"[4, 31, 41]",3
137,38,0.8053769509950927,0.324907306434024,0.0507539019901852,0.2098146128680478,"[0, 31, 36, 41]",4
138,38,0.8300782314953653,0.2797219193020718,0.0401564629907307,0.1994438386041439,"[0, 31, 36, 41]",4
139,38,0.8936628654920937,0.2937241003271535,0.0473257309841878,0.1874482006543074,"[0, 31, 36, 41]",4
140,38,0.9187268905057256,0.1849073064340237,0.0380796329743731,0.0698146128680478,"[4, 23, 27, 41]",4
141,39,0.015,0.3390839694656489,0.03,0.2181679389312977,"[0, 31, 41]",3
142,39,0.1533641459923664,0.2963576881134132,0.0467282919847328,0.2127153762268263,"[0, 31, 41]",3
143,39,0.2598859647628135,0.2104689203925845,0.0633285339422028,0.1112322791712105,"[7, 23, 27, 41]",4
144,39,0.2791820729961832,0.2874482006543075,0.03,0.16,"[0, 23, 41]",3
145,39,0.295,0.21,0.01,0.1,[41],1
146,39,0.295,0.275,0.01,0.09,[41],1
147,39,0.3232859144970008,0.260267175572519,0.0552489009678298,0.165267175572519,"[4, 31, 41]",3
148,39,0.3781436579880045,0.2135387131952017,0.0219487799890948,0.085267175572519,"[0, 31, 41]",3
149,39,0.393961584991821,0.2259051254089424,0.0219487799890947,0.13,"[0, 31, 41]",3
150,39,0.5250000000000005,0.3546183206106871,0.05,0.2092366412213739,"[0, 23, 24, 41]",4
151,40,0.3464960301978233,0.2768262498375774,0.0628202139725847,0.2182768274721309,"[4, 23, 27, 41]",4
152,41,0.4059439124487007,0.1899940135238277,0.0318878248974008,0.0799880270476551,"[4, 31, 41]",3
153,41,0.4233378932968534,0.1949940135238274,0.0129958960328317,0.0799999999999998,"[0, 23, 41]",3
154,41,0.6397879616963058,0.21311527197622,0.0195759233926128,0.0862305439524396,"[0, 23, 41]",3
155,42,0.0237619699042407,0.3812425169047847,0.0475239398084815,0.2024850338095689,"[0, 31, 36, 41]",4
156,42,0.455,0.1881152719762197,0.01,0.0562305439524399,"[0, 31, 41]",3
157,42,0.4677359781121753,0.195618265214306,0.0154719562243499,0.0512365304286122,"[0, 31, 41]",3
158,42,0.909103967168262,0.3468607821190905,0.0782079343365263,0.1937215642381812,"[0, 31, 41]",3
159,43,0.3888508891928864,0.3633144838584606,0.0499316005471956,0.0724131960955007,"[41, 45]",2
160,43,0.4346580027359772,0.309357788881004,0.0780437756497946,0.2187155777620089,"[4, 31, 41]",3
161,43,0.5201299589603287,0.2887275507143535,0.0512038303693576,0.1874670743810518,"[0, 31, 41]",3
162,44,0.0840218878248974,0.2418547956429181,0.0480437756497947,0.1437095912858365,"[4, 23, 41]",3
163,44,0.3695759233926127,0.2356122787381336,0.0241039671682628,0.1462305439524397,"[0, 23, 41]",3
164,44,0.7194459644322839,0.281236530428612,0.0588919288645689,0.2024730608572245,"[0, 31, 41]",3
165,45,0.2797879616963063,0.3699999999999997,0.059575923392613,0.2199999999999999,"[0, 31, 36, 41]",4
166,45,0.3103419972640214,0.3318607821190906,0.0406839945280436,0.223721564238181,"[0, 31, 36, 41]",4
167,45,0.6687619699042409,0.2874910202857414,0.0375239398084811,0.1749820405714828,"[0, 31, 41]",3
168,45,0.7458618331053346,0.207485033809569,0.0339398084815329,0.0749940135238277,"[0, 11, 20, 41]",4
169,45,0.8440218878248967,0.2612425169047844,0.0543638850889195,0.1399880270476551,"[0, 11, 20, 41]",4
170,46,0.5408139534883722,0.3112065980477503,0.041627906976744,0.1824131960955009,"[0, 31, 41]",3
171,46,0.9135020519835833,0.5143637753571759,0.089411764705882,0.3887275507143531,"[0, 23, 36, 41]",4
172,47,0.1778385772913817,0.2615614583104725,0.0779753761969903,0.1211048279528204,"[7, 31]",2
173,47,0.3833789329685362,0.2821617640962615,0.0321477428180573,0.1198563245718633,"[0, 7, 22, 31]",4
174,47,0.4076607387140902,0.2359671390008559,0.0246238030095759,0.1048742840003803,"[4, 31]",2
175,47,0.4989740082079342,0.2178638399769806,0.0471956224350205,0.0736616994764575,"[7, 23]",2
176,47,0.6511627906976735,0.4057635988109955,0.3556771545827616,0.3271078858107104,[7],1
177,48,0.0198358413132695,0.1878997588340147,0.0383036935704514,0.136086868524303,"[0, 23]",2
178,48,0.0612175102599179,0.1666752013577474,0.0294117647058823,0.06866768595263,"[0, 20]",2
179,48,0.0896032831737346,0.1972635341911917,0.0328317373461012,0.1148623110480356,"[0, 23]",2
180,48,0.2028043775649795,0.1204805762623418,0.0526675786593707,0.0936377535717682,"[4, 23, 27]",3
181,48,0.2127222982216142,0.1810329902387518,0.0506155950752393,0.0824012231431559,"[4, 20]",2
182,48,0.2510259917920656,0.1129895559766003,0.0328317373461012,0.0936377535717682,"[0, 31]",2
183,48,0.2647058823529412,0.28278601578674,0.0533515731874144,0.1910210172864071,"[0, 31]",2
184,48,0.3300273597811217,0.0980075154051174,0.0143638850889193,0.0387036048096641,"[0, 20]",2
185,48,0.3341313269493844,0.3370959128583656,0.0622435020519835,0.2122455747626746,"[0, 31]",2
186,48,0.3495212038303692,0.25032492788186,0.0725034199726405,0.1835299970006656,"[7, 23, 27]",3
187,48,0.3734610123119015,0.0674191825716731,0.0369357045143638,0.054934148762104,"[7, 20]",2
188,48,0.4049247606019145,0.1092440458337294,0.0259917920656635,0.0886437400479403,"[0, 31]",2
189,48,0.4114227086183301,0.0443218700239702,0.0157318741450072,0.0387036048096642,"[0, 20]",2
190,48,0.4380984952120383,0.2571916964771233,0.0567715458276333,0.1997605409531055,[4],1
191,48,0.4387824897400821,0.0299640811429658,0.0116279069767441,0.0474431284763625,"[0, 31]",2
192,48,0.5420656634746922,0.0799042163812422,0.0157318741450067,0.0499401352382763,"[0, 31]",2
193,48,0.5451436388508892,0.034333842976315,0.0136798905608754,0.0461946250954056,"[0, 31]",2
194,48,0.58686730506156,0.1073712907622941,0.0191518467852257,0.0898922434288974,"[0, 11, 23]",3
195,48,0.600889192886457,0.0374551014287072,0.0198358413132695,0.0349580946667934,"[0, 20]",2
196,48,0.6132010943912446,0.0980075154051173,0.0499316005471956,0.0886437400479406,"[4, 23, 27]",3
197,48,0.624829001367989,0.0486916318573194,0.0129958960328317,0.0524371420001902,"[0, 31]",2
198,48,0.6809165526675787,0.0536856453811471,0.0157318741450067,0.0474431284763625,"[0, 31]",2
199,48,0.6956224350205198,0.0605524139764101,0.0095759233926128,0.0387036048096642,"[0, 31]",2
200,48,0.7127222982216143,0.0561826521430609,0.0136798905608755,0.0374551014287072,"[0, 20]",2
201,48,0.8515731874145007,0.0923892501908113,0.0328317373461013,0.0948862569527251,"[0, 31]",2
202,48,0.8758549931600547,0.3352231577869302,0.0581395348837209,0.2159910849055454,"[0, 23, 28]",3
203,48,0.8946648426812587,0.1023772772384665,0.0287277701778386,0.0649221758097592,"[0, 20]",2
204,49,0.1729301233118026,0.4196181008035518,0.1133294186729301,0.2990381867795422,"[0, 20]",2
205,49,0.3778625954198473,0.2636680786658335,0.0475631238990017,0.1972151482703795,"[0, 31]",2
206,49,0.3998825601879037,0.3210105266683623,0.0692894891368173,0.2090051843082825,"[0, 31]",2
207,49,0.5945390487375221,0.3022536511535164,0.0393423370522606,0.1607732186986789,"[0, 31]",2
208,49,0.6230182031708749,0.3440546880151729,0.0422783323546681,0.2615244357498511,"[0, 31]",2
209,49,0.6972988843217851,0.2995740975085385,0.0405167351732238,0.1404086109968463,"[0, 31]",2
210,49,0.7510275983558427,0.3472701523891466,0.0751614797416323,0.2122206486822562,"[0, 31]",2
211,50,0.0349999999999999,0.5224670743810519,0.0699999999999999,0.404934148762104,"[0, 31, 41]",3
212,50,0.0873597811217509,0.3893338429763154,0.094719562243502,0.2786676859526303,"[4, 31, 41]",3
213,50,0.3368057455540348,0.3843877212618657,0.1136114911080715,0.2986676859526292,"[7, 23, 27, 41]",4
214,50,0.440813953488372,0.1599940135238275,0.0147879616963061,0.0674790473333964,"[0, 23, 41]",3
215,50,0.4623803009575918,0.1404566303576523,0.0136798905608755,0.0412006115715781,"[0, 31, 41]",3
216,50,0.4677838577291392,0.168691631857319,0.0191518467852256,0.042449114952535,"[0, 23, 41]",3
217,50,0.8480779753761972,0.2199760540953104,0.0243638850889202,0.119952108190621,"[0, 23, 41]",3
218,51,0.243207934336525,0.3524910202857413,0.0464158686730507,0.2249820405714831,"[0, 31, 36, 41]",4
219,51,0.4866621067031464,0.1392081269766954,0.0170998632010944,0.0711646927145438,"[0, 23]",2
220,51,0.5491039671682628,0.3037395236666986,0.1129274965800271,0.1674790473333968,"[0, 2, 36, 41]",4
221,51,0.5742339261285909,0.1831152719762198,0.0175239398084811,0.0962425169047844,"[0, 23, 41]",3
222,52,0.5925239398084814,0.3199820405714829,0.0409439124487001,0.23,"[0, 23, 41]",3
223,52,0.6077291381668946,0.1310928550004754,0.0116279069767442,0.0599281622859315,"[0, 23]",2
224,52,0.6418399452804385,0.161866768595263,0.0141039671682627,0.0762425169047845,"[0, 23, 41]",3
225,52,0.7044459644322845,0.2849940135238277,0.04889192886457,0.1899880270476552,"[0, 23, 41]",3
226,52,0.7406019151846778,0.2249880270476554,0.0329958960328316,0.1349940135238277,"[0, 31, 41]",3
227,52,0.8864979480164178,0.2631092855000472,0.0529958960328301,0.1862185710000951,"[0, 23, 41]",3
228,53,0.0434336525307797,0.1398323786671738,0.0239398084815321,0.0724131960955008,"[0, 31, 41]",3
229,53,0.0925239398084815,0.2599940135238276,0.03,0.15,"[0, 31, 36, 41]",4
230,53,0.1695417236662106,0.3456302381666508,0.1190834473324213,0.2512125845239225,"[4, 31, 41]",3
231,54,0.3336798905608757,0.3218428226905729,0.1242954856361148,0.2436856453811467,"[0, 2, 41]",3
232,55,0.6482079343365253,0.3699999999999999,0.0764158686730506,0.2199999999999999,"[0, 31, 41]",3
233,55,0.7029480164158685,0.3431152719762198,0.084719562243501,0.1862305439524396,"[0, 35, 41]",3
234,56,0.2372777017783854,0.5005703734049272,0.1545554035567714,0.4011407468098539,"[4, 31, 41]",3
235,57,0.3464158686730512,0.3318547956429183,0.0295759233926129,0.1787155777620092,"[0, 31, 41]",3
236,57,0.5005198358413131,0.4143877212618654,0.0810396716826267,0.2911766656668885,"[4, 11, 31, 41]",4
237,58,0.4787619699042399,0.2768967009761248,0.1175239398084813,0.2086078211909065,"[0, 2, 41]",3
238,58,0.6061559507523939,0.1687395236666983,0.02,0.08,"[0, 23, 41]",3
239,58,0.690129958960329,0.2893458159286596,0.1136114911080704,0.1986916318573192,"[0, 2, 41]",3
240,58,0.7216142270861835,0.1804087385482734,0.0259917920656634,0.0811527197621991,"[0, 31]",2
241,58,0.7264021887824897,0.2565674447866449,0.1080711354309164,0.1760389767149242,"[0, 2]",2
242,58,0.8184199726402177,0.1899820405714831,0.01547195622435,0.0774910202857413,"[0, 23, 41]",3
243,58,0.9446580027359776,0.3081032990238745,0.1103556771545818,0.21620659804775,"[0, 2, 41]",3
244,59,0.5577359781121752,0.0622640218878248,0.0154719562243502,0.0754719562243501,"[0, 23, 41]",3
245,59,0.75,0.275,0.06,0.21,"[0, 31, 36, 41]",4
246,59,0.7697058823529406,0.0834199726402188,0.0161559507523935,0.0923119015047879,"[0, 23, 41]",3
247,59,0.7746580027359768,0.2547879616963064,0.0402599179206568,0.1895759233926128,"[0, 31, 36, 41]",4
248,59,0.88,0.32,0.08,0.22,"[0, 31, 36, 41]",4
249,59,0.9699999999999994,0.1884199726402186,0.0600000000000001,0.2088235294117645,"[4, 23, 41]",3
250,60,0.1028659370725034,0.3374910202857413,0.0657318741450068,0.2349820405714827,"[0, 31, 41]",3
251,60,0.98,0.65,0.02,0.28,[41],1
252,61,0.0186320109439124,0.2393757483095214,0.0241039671682626,0.1462425169047845,"[0, 31, 41]",3
253,61,0.7018399452804374,0.2718607821190903,0.0436798905608747,0.1837215642381809,"[0, 31, 41]",3
254,61,0.8945759233926138,0.2706182652143061,0.0450478796169632,0.1837095912858364,"[0, 31, 41]",3
255,62,0.5275758547069698,0.4827159591710926,0.6751246767073081,0.5003140359660925,"[7, 23, 35, 39, 41]",5
256,63,0.2929958960328315,0.6637395236666963,0.2841586867305057,0.5074790473333953,"[0, 2, 41]",3
257,63,0.4247879616963066,0.2412305439524393,0.0495759233926127,0.1449820405714825,"[0, 31, 41]",3
258,63,0.5985499316005465,0.3499940135238274,0.0570998632010947,0.2199880270476552,"[0, 31, 41]",3
259,63,0.6673939808481545,0.2912664628094739,0.0347879616963061,0.157467074381052,"[0, 23, 41]",3
260,63,0.7233857729138157,0.3618847280237796,0.0985636114911091,0.2612006115715777,"[4, 23]",2
261,63,0.8982558139534875,0.3893458159286595,0.076511627906979,0.2386916318573193,"[4, 31, 41]",3
262,63,0.9699999999999982,0.4449880270476554,0.0600000000000002,0.2899760540953105,"[0, 31, 41]",3
263,64,0.323187414500684,0.4138788707872154,0.1867305061559507,0.2134940781436314,"[4, 20, 27]",3
264,64,0.3881668946648423,0.3333504027154947,0.0649794801641586,0.149820405714829,"[4, 20, 27]",3
265,64,0.4663679890560875,0.1712425169047846,0.0127359781121751,0.0624850338095691,"[0, 23]",2
266,64,0.5242339261285909,0.4818547956429181,0.0684678522571819,0.3437095912858366,"[0, 23, 28, 41]",4
267,64,0.7643638850889193,0.1654266979767905,0.0102599179206565,0.0611766656668885,"[0, 23]",2
268,64,0.8652599179206562,0.195618265214306,0.0154719562243498,0.0862425169047845,"[0, 23]",2
269,64,0.9107387140902872,0.178535983476838,0.0389876880984951,0.082401223143156,"[0, 31]",2
