Unnamed: 0,ifile,normx,normy,normwidth,normheight,ilabel,num_labels,is_challenging
83,13,0.4783415570175439,0.19,0.0451041666666667,0.0663157894736842,"[1, 6]",2,False
84,13,0.4916429659884094,0.2315985645745092,0.0182941556610301,0.0991425482523325,"[0, 6]",2,False
85,13,0.4994216008771925,0.3845175438596492,0.0845997807017545,0.2678070175438598,"[2, 5, 41]",3,False
86,13,0.6390803179824555,0.2647368421052632,0.0662911184210522,0.1589473684210527,"[1, 5, 13]",3,False
87,13,0.663560855263158,0.4331578947368421,0.06,0.3,"[0, 5]",2,False
88,13,0.7362760416666656,0.2808285427247864,0.0299999999999999,0.1606044538706258,"[0, 6]",2,False
89,13,0.8012725709863925,0.326670820505302,0.0516498726655807,0.1764995357474462,"[0, 29, 6]",3,False
90,14,0.0396905945940638,0.3214365886997342,0.0793811891881276,0.2114939367241709,"[2, 13, 6, 23]",4,False
91,14,0.1675351105878395,0.2208500942501424,0.0287883038126336,0.1025365709710647,"[0, 6]",2,False
92,14,0.8387675552939197,0.4635917785309095,0.0975351105878397,0.3271835570618193,"[0, 6]",2,False
93,14,0.9271528887393826,0.5618783565001335,0.0786115549575312,0.3640703564268099,"[0, 5, 28]",3,False
94,14,0.9638820111381275,0.6626883652187164,0.0722359777237445,0.3888579387186628,"[0, 6]",2,False
95,15,0.7189261983519032,0.201606313834726,0.0336644517951101,0.1464995357474465,"[0, 6]",2,False
96,16,0.0801075192088373,0.3806339701709207,0.0971848203524895,0.2599955695129757,"[2, 6, 23, 47]",4,False
97,16,0.1712819173630454,0.2128922934076136,0.0204698622717424,0.0309285051067781,"[0, 4]",2,False
98,16,0.2258823237217351,0.3571835570618191,0.0919171286897393,0.2534599553034377,"[0, 6, 40, 23]",4,False
99,16,0.3647048696481789,0.3906545961002783,0.0699662593580863,0.2590611781698138,"[2, 13, 6, 23]",4,False
100,16,0.465764443696914,0.327177678342895,0.0343057774787652,0.1952742729438392,"[0, 6, 23]",3,False
101,16,0.488229333109074,0.3876084203388558,0.0364586662181481,0.2315131369740075,"[0, 6, 23]",3,False
102,16,0.5797372360857698,0.4000925925925924,0.0642073039616667,0.2801851851851851,"[2, 13, 6, 23]",4,False
103,16,0.851911109242284,0.4582556503513765,0.1684088806660504,0.357138587555839,"[1, 5, 13]",3,False
104,16,0.9336655929144136,0.2582184688010771,0.086287107896729,0.1476371364719197,"[2, 13, 6]",3,False
105,16,0.9649999999999984,0.4326371364719196,0.0700000000000001,0.2852742729438396,"[0, 5]",2,False
106,16,0.9900468991126544,0.2597222222222222,0.0182713638117283,0.1138888888888888,"[0, 6]",2,False
107,17,0.4221990068624073,0.3383298284993948,0.0487368447433332,0.203696694035827,"[0, 6, 23]",3,False
108,17,0.6322820109386723,0.3577584451975765,0.0720350866921605,0.2388502237284862,"[0, 6, 23]",3,False
109,17,0.7118001302083333,0.2092528113071288,0.019315441743827,0.0648277107190756,"[0, 6]",2,False
110,17,0.740758424249458,0.3982497678737231,0.0815168484989168,0.2364995357474464,"[0, 6, 23]",3,False
111,17,0.7810440779320976,0.3401851851851852,0.0420881558641976,0.1803703703703701,"[0, 6, 23]",3,False
112,17,0.7828770461648454,0.1874648396735353,0.0193601589867279,0.0679817300686879,"[0, 6]",2,False
113,17,0.851620154855032,0.2008778772126604,0.0434992412108027,0.0726113596983178,"[0, 17, 6]",3,False
114,17,0.8800174336863273,0.2146425180164305,0.0231329208984569,0.0942006960441787,"[0, 6]",2,False
115,17,0.9291350480711184,0.4059892218760583,0.0761761236878874,0.291978443752117,"[0, 6, 23]",3,False
116,17,0.9849999999999997,0.2257085197737384,0.0299999999999996,0.09475037288081,"[0, 6]",2,False
117,18,0.932966358854396,0.3900351603264643,0.1037798289694102,0.3228410887628298,"[1, 5, 13, 23]",4,False
118,19,0.2397287623603838,0.2269637883008355,0.0552695798120714,0.104258105757927,"[2, 5, 13]",3,False
119,19,0.8396879993272218,0.3550534123708362,0.1393759986544454,0.2498931752583276,"[0, 8, 29]",3,False
120,20,0.7002474690663674,0.1976352230402354,0.0314960629921273,0.0926613973120839,"[0, 33, 5]",3,False
121,20,0.7686004170483232,0.3959023308349308,0.1919659029607697,0.3779075017470404,"[1, 5, 13]",3,False
122,20,0.8518270295208574,0.22,0.0436540590417144,0.16,"[0, 6]",2,False
123,20,0.9268054104766328,0.1910352831940575,0.023140958681523,0.1020705663881151,"[0, 6]",2,False
124,21,0.045,0.76,0.09,0.46,"[0, 6]",2,False
125,21,0.1550000000000001,0.3574280408542246,0.05,0.2348560817084496,"[0, 6]",2,False
126,22,0.1412948832138064,0.4400851957593072,0.132578517833686,0.2837711885321482,"[1, 4, 5]",3,False
127,22,0.7546361491057961,0.4918110862400657,0.2237812280885705,0.3871207833502652,"[2, 5]",2,False
128,23,0.2263702917905968,0.2816250621468019,0.0401767488551028,0.1958427168861959,"[0, 6, 23]",3,False
129,23,0.4070942534902019,0.3407801262583633,0.1663534346146984,0.3097201280328844,"[1, 6, 23]",3,False
130,23,0.4734399966361106,0.1777583332104957,0.0299999999999999,0.0768036911515055,"[0, 5]",2,False
131,23,0.5269968884029936,0.3142047663525932,0.0518408880666051,0.2097761496544119,"[0, 29, 6, 23]",4,False
132,23,0.5303915895061728,0.2212962962962963,0.0271460262345679,0.1129629629629629,"[0, 29, 5]",3,False
133,23,0.6669813304179629,0.3583649888258595,0.1539626608359271,0.256729977651719,"[0, 20, 6, 23]",4,False
134,23,0.8326749277054336,0.305670420087812,0.0667823305940739,0.2142264728177807,"[0, 5]",2,False
135,23,0.970979345056914,0.3287898521028953,0.0494297549286431,0.2153574819835695,"[0, 6]",2,False
136,24,0.0567923231487929,0.3423148148148143,0.0452087564801918,0.1646296296296295,"[0, 6]",2,False
137,24,0.1161466655453702,0.3092044099327134,0.0722933310907407,0.1850253285945699,"[2, 6]",2,False
138,24,0.1895554376858951,0.32253035838464,0.0602651232826539,0.2050607167692803,"[0, 6]",2,False
139,24,0.2776911109242284,0.2695464205898995,0.0353822218484568,0.1390928411797993,"[2, 6]",2,False
140,24,0.3129823156235387,0.3263750635728119,0.0239779204764193,0.1927501271456236,"[0, 6]",2,False
141,24,0.3831469781289779,0.2668331035397759,0.044141067518573,0.1254266341002464,"[0, 6]",2,False
142,24,0.4675351105878388,0.3103703778878302,0.0393759986544445,0.1797201280328837,"[0, 5]",2,False
143,24,0.4960999915902785,0.2628639261769699,0.0310764443696911,0.1486392617696988,"[0, 6]",2,False
144,24,0.5675177387949857,0.3609108110194228,0.0350354775899729,0.2018216220388458,"[0, 5]",2,False
145,24,0.775975527710033,0.2895939038286889,0.0310764443696911,0.1486392617696988,"[0, 5]",2,False
146,24,0.8580733327726855,0.3762727460423963,0.0561466655453703,0.2665473490950062,"[0, 5, 23]",3,False
147,24,0.933785109958158,0.3780530912358585,0.0581267829356697,0.2546582532941812,"[0, 5, 23]",3,False
148,25,0.5975185677087583,0.2981606838737988,0.1057393471743077,0.2018643146119999,"[1, 5, 13]",3,False
149,25,0.7773952934702457,0.3595112602634344,0.0510026724632093,0.2619339299426284,"[2, 6]",2,False
150,25,0.9780733327726856,0.1964082214690902,0.0361466655453701,0.1071835570618192,"[0, 5]",2,False
151,25,0.98,0.3912289150028292,0.04,0.2824578300056589,"[0, 5]",2,False
152,26,0.0582128451433567,0.2155784645969656,0.070937650848864,0.2015845067735934,"[0, 6]",2,False
153,26,0.1041304330088067,0.2803475481097772,0.0882608660176133,0.2843243782357922,"[0, 6]",2,False
154,27,0.0286492764849863,0.4281446433142096,0.0572985529699726,0.2906306239784565,"[0, 6, 23]",3,False
155,27,0.1279265590133148,0.2385774065340058,0.0304524430241361,0.0914557047078794,"[0, 5]",2,False
156,27,0.1289182158018688,0.3757839912709114,0.0809428026547528,0.235684734154132,"[0, 6, 23]",3,False
157,27,0.3010696503937133,0.2805842716886194,0.0273927439876748,0.1293800025104392,"[0, 6, 23]",3,False
158,27,0.3315151357083949,0.2434962465788549,0.0315454141637037,0.11300750684229,"[0, 6, 23]",3,False
159,27,0.3875592136404936,0.1774074074074072,0.0257217258920994,0.0799999999999998,"[2, 6]",2,False
160,27,0.4092785493827161,0.1680555555555555,0.0146170910493827,0.0638888888888889,"[0, 5]",2,False
161,27,0.4156594245502776,0.2772951258147332,0.042966225643766,0.1568654530784128,"[0, 6, 23]",3,False
162,27,0.4344269798441974,0.1835314069053194,0.0173691024353089,0.0799999999999999,"[0, 5]",2,False
163,27,0.5618408880666048,0.2028639261769699,0.0458346648725927,0.1086392617696988,"[0, 25, 6, 23]",4,False
164,27,0.5732249593779016,0.2414113277623027,0.0240806832250077,0.0278551532033426,[43],1,False
165,27,0.6066122350211726,0.1941379505336024,0.0215454141637029,0.0869983718766342,"[2, 13, 6, 23]",4,False
166,27,0.6519968884029929,0.2005010626488895,0.0239937768059873,0.088039162334816,"[0, 6, 23]",3,False
167,27,0.6812608506944444,0.1888888888888888,0.0219256365740741,0.0444444444444444,"[2, 5, 44]",3,False
168,27,0.7056270581126849,0.2040740740740739,0.0240103035758647,0.0923113099808763,"[0, 6, 23]",3,False
169,27,0.7793191856131174,0.1950351603264644,0.0431714008703087,0.0852039522909101,"[2, 5]",2,False
170,28,0.5238746624228395,0.1709259259259259,0.01,0.06,"[0, 6]",2,False
171,28,0.6864586662181488,0.3764557047078794,0.0593759986544438,0.2690928411797991,"[0, 5]",2,False
172,28,0.7701535688030247,0.2771425180164306,0.0446129150848153,0.1095335322030987,"[0, 6]",2,False
173,28,0.7882137751240424,0.4399390628999338,0.1121217727693207,0.3279489436272097,"[2, 13, 6]",3,False
174,28,0.9123085455246914,0.1505555555555555,0.01,0.05,"[0, 6]",2,False
175,28,0.9407424286265434,0.1590740740740739,0.0120881558641973,0.0599999999999999,"[0, 6]",2,False
176,29,0.1127702850922936,0.4457890647443709,0.0921300763574268,0.2675040554146681,"[0, 6]",2,False
177,29,0.3492149854328923,0.4021914705835485,0.088038463600115,0.2796911329069773,"[0, 6, 41]",3,False
178,29,0.7721108357738232,0.5245015546305529,0.1042216715476461,0.3090031092611054,"[0, 6]",2,False
179,29,0.9188296913719312,0.4553436741463643,0.1491935120522638,0.3393288733659425,"[0, 6, 40]",3,False
180,30,0.1499029830150876,0.3673722626774945,0.055953747061939,0.227477696867233,"[0, 29, 6]",3,False
181,30,0.4849999999999999,0.3510185185185185,0.0299999999999999,0.2020370370370368,"[0, 6]",2,False
182,30,0.5301903581887815,0.435,0.0603807163775624,0.2699999999999999,"[0, 5]",2,False
183,31,0.0201845444059976,0.2127588163372943,0.0380622837370242,0.1595691122529707,"[0, 6]",2,False
184,31,0.0278835323271006,0.4271603812683034,0.0557670646542013,0.2743207625366069,"[0, 5, 23]",3,False
185,31,0.178264248704663,0.3468869965817648,0.0542216715476458,0.2174074074074072,"[0, 5]",2,False
186,31,0.1911067691646371,0.2780052736401787,0.0353181802405056,0.1346699388050898,"[0, 29, 6]",3,False
187,31,0.2605654426672674,0.4354582321951526,0.1265059698130208,0.2586415250732139,"[2, 5, 13, 23]",4,False
188,31,0.2795518663194444,0.2652777777777777,0.0266239872685184,0.0824074074074074,"[0, 29, 6]",3,False
189,31,0.3168271363811729,0.2650925925925926,0.0336542727623453,0.1301851851851851,"[0, 6]",2,False
190,31,0.3413437711196215,0.4001145580487882,0.0542216715476458,0.2647789947317597,"[0, 5, 23]",3,False
191,31,0.3574971840504617,0.2197708839024235,0.0326875422392429,0.1199999999999999,"[0, 5]",2,False
192,31,0.3725473410810593,0.2546792676881355,0.0369088292327653,0.1411548075439051,"[0, 5]",2,False
193,31,0.3819327955988701,0.2927953501427343,0.0484792429211026,0.1748675319096839,"[0, 5, 37]",3,False
194,31,0.3928343219521605,0.2101851851851852,0.0224476755401234,0.0907407407407407,"[0, 6, 23]",3,False
195,31,0.4929098880177693,0.2813270479349701,0.0395553084429467,0.1459874292032734,"[0, 6, 23]",3,False
196,31,0.5349170206919278,0.3150486616802014,0.0515341293084028,0.19621654530085,"[0, 6, 23]",3,False
197,31,0.7085149062918908,0.305017572364956,0.0335095108478383,0.18865909743817,"[0, 6, 23]",3,False
198,31,0.7931728636188263,0.238659772791312,0.0397346392885968,0.1154136259296191,"[2, 5, 38]",3,False
199,31,0.8824971840504585,0.2909698568383173,0.0357670646542015,0.1385185185185189,"[0, 6, 23]",3,False
200,31,0.8992273034467227,0.2598810488599727,0.0292273034467222,0.1279629629629631,"[0, 6, 23]",3,False
201,31,0.9215341293084024,0.3423894973658797,0.0630682586168058,0.2047789947317596,"[0, 6, 23]",3,False
202,31,0.9680738905158828,0.2839902676639597,0.0515341293084029,0.1565693433062638,"[0, 6]",2,False
203,32,0.7440916127573104,0.3511155042023502,0.0482324975699395,0.2417187084083939,"[2, 6, 23]",3,False
204,32,0.9587796015559592,0.3712033660271326,0.0824407968880801,0.3044343075556814,"[1, 6, 23]",3,False
205,33,0.5594120297364266,0.4577250606829082,0.1211308853345355,0.3650081108293362,"[2, 6, 23]",3,False
206,34,0.270242786049274,0.2961750106200436,0.0604855720985478,0.1686463175363837,"[0, 6, 23]",3,False
207,34,0.4511374191359678,0.3002071506413809,0.0364477106743086,0.1564105166685137,"[0, 6, 23]",3,False
208,34,0.6076205567260424,0.4006745066955824,0.0663310241134791,0.2669924307715037,"[0, 28, 6, 23]",4,False
209,34,0.7428835323271008,0.3088757096151714,0.0480738905158814,0.1566754528491449,"[0, 6, 23]",3,False
210,34,0.794036945257941,0.3838182617524919,0.068073890515882,0.227636523504984,"[0, 28, 6, 23]",4,False
211,35,0.0476819103401667,0.3642062044878186,0.0953638206803334,0.2884124089756374,"[2, 5, 13]",3,False
212,35,0.1005598107681909,0.2936080687261565,0.0373124577607569,0.1959266012790682,"[0, 5]",2,False
213,35,0.3124971840504618,0.188183292878061,0.0273011939626042,0.1004582321951527,"[0, 5]",2,False
214,35,0.3578128710328572,0.2270238577633196,0.0201832430817164,0.1237827793460076,"[0, 5, 12]",3,False
215,36,0.0646136517233611,0.2070458232195152,0.0292273034467222,0.1063665857561221,"[0, 6]",2,False
216,36,0.4716434643071447,0.2431437550569087,0.0318020713612014,0.1300790756423039,"[0, 5]",2,False
217,36,0.7109686866411355,0.4143207625366064,0.1188240594728537,0.2799999999999997,"[0, 6, 42]",3,False
218,36,0.7575084478486138,0.3643248179512748,0.0942104077494939,0.2836577467318854,"[0, 5, 42]",3,False
219,36,0.7838415075231466,0.3212962962962965,0.0401970003858031,0.1870370370370369,"[0, 5]",2,False
220,36,0.8546136517233615,0.3370590024932323,0.0492273034467236,0.1663402272086878,"[0, 5]",2,False
221,36,0.8988992984504971,0.3329099081915222,0.04296283585413,0.1929447152448638,"[0, 5]",2,False
222,36,0.932922206031598,0.2800925925925925,0.034359554810112,0.1398148148148149,"[0, 6]",2,False
223,36,0.9607424286265432,0.3164814814814816,0.0310440779321001,0.1729629629629631,"[0, 5]",2,False
224,36,0.9849999999999998,0.3229626252863917,0.0299999999999991,0.2263834827679363,"[0, 5]",2,False
225,37,0.5349623155585436,0.5194563468975664,0.1239736739676593,0.306612073208018,"[0, 17, 6]",3,False
226,38,0.5448781105324072,0.3622222222222218,0.0697562210648155,0.2337037037037036,"[2, 13, 6]",3,False
227,38,0.6401391300154313,0.3801851851851847,0.0561019483024692,0.2455555555555552,"[2, 6]",2,False
228,38,0.6689152922453698,0.4549999999999995,0.0778305844907419,0.2899999999999996,"[0, 6]",2,False
229,38,0.7146170910493833,0.3714814814814812,0.0441763117283945,0.2029629629629626,"[0, 6]",2,False
230,39,0.052569565007716,0.3550925925925925,0.0367865065586419,0.190185185185185,"[0, 5]",2,False
231,39,0.0841356819058642,0.4282407407407401,0.0578305844907407,0.2964814814814812,"[0, 6]",2,False
232,39,0.2543967013888891,0.3582407407407407,0.0687934027777777,0.2364814814814813,"[0, 6]",2,False
233,39,0.3089152922453702,0.2927777777777778,0.0578305844907411,0.1855555555555553,"[0, 6]",2,False
234,39,0.3622679157021595,0.2665740740740739,0.0414035976080244,0.1638888888888883,"[0, 6, 40]",3,False
235,39,0.4946343315972223,0.5003703703703696,0.169268663194444,0.3607407407407407,"[0, 6, 40]",3,False
236,39,0.5815514081790122,0.1782407407407406,0.0125289351851848,0.0694444444444444,"[0, 5]",2,False
237,39,0.6349593701774694,0.4373148148148148,0.0899187403549379,0.3346296296296295,"[2, 6]",2,False
238,39,0.642308545524691,0.2002777777777777,0.0141763117283949,0.0838888888888887,"[0, 5]",2,False
239,39,0.6642945842978395,0.1712962962962963,0.010962818287037,0.0537037037037037,"[0, 5]",2,False
240,40,0.0221387283236994,0.3380796833194802,0.0442774566473988,0.1853567483591711,"[0, 8, 42]",3,False
241,40,0.1925177845528455,0.1919406150583244,0.019132202191587,0.0699893955461293,"[0, 6]",2,False
242,40,0.2672529493637327,0.1749734888653234,0.0298940659243549,0.0530222693531283,"[0, 5]",2,False
243,40,0.5725369021649739,0.5551573202453294,0.0965446927798788,0.4923625637923685,"[0, 8, 42]",3,False
244,40,0.6939008658835424,0.2077703088513744,0.0213277433277755,0.0719122857402082,"[0, 5]",2,False
245,40,0.7732486539788664,0.5171455808489287,0.0719998018688561,0.3631238789670657,"[0, 45, 5]",3,False
246,40,0.7757803468208092,0.2430758057499065,0.0315606936416183,0.0861516114998132,"[0, 6]",2,False
247,40,0.8336994219653177,0.3079494628333956,0.0604624277456648,0.1846064459992525,"[1, 5, 13]",3,False
248,40,0.9036705202312132,0.3517560653704387,0.0473410404624278,0.2057007612576277,"[0, 5]",2,False
249,40,0.9342485549132946,0.3144359074351561,0.0484971098265899,0.1889395546129375,"[0, 5, 28]",3,False
250,41,0.8251281811377243,0.3199001996007983,0.0547577761144381,0.2078243512974052,"[0, 5]",2,False
251,42,0.1856421493902439,0.3499469777306468,0.0544071999823259,0.2375397667020148,"[2, 6]",2,False
252,42,0.2725845318575469,0.3673710059700211,0.0798347820595723,0.215945691951502,"[2, 6]",2,False
253,42,0.3557683141689494,0.3674231177094376,0.0616425624135453,0.2596611283757943,"[2, 5]",2,False
254,42,0.5389945168498947,0.3256526880404681,0.0759994056065682,0.2328214910790685,"[2, 6]",2,False
255,42,0.6108821846643556,0.3280758057499067,0.0459812954111731,0.2530612804986921,"[2, 5, 13]",3,False
256,42,0.6952747529203114,0.3355053716660436,0.0659252283839747,0.2397182636645491,"[2, 6]",2,False
257,42,0.7987861271676302,0.3882646340156948,0.0677456647398845,0.2802236353305932,"[2, 6]",2,False
258,42,0.8231213872832371,0.3066424579146425,0.0778034682080932,0.2255881388289113,"[1, 6]",2,False
259,42,0.918843930635838,0.4111516114998131,0.0692485549132951,0.3064042973328348,"[0, 6]",2,False
260,42,0.98,0.3101263429165108,0.0399999999999994,0.216656983165857,"[0, 6]",2,False
261,43,0.1306440250274817,0.4561698533679166,0.1292510371395968,0.3886710365962523,"[0, 25, 6, 23]",4,False
262,43,0.4398438315702661,0.3563626723223747,0.0378568081385594,0.2241843243541276,"[0, 28, 6, 23]",4,False
263,43,0.7107432582095123,0.3482021486664173,0.0755077032341541,0.216404297332835,"[0, 6, 23]",3,False
