iann,ilabel,ibox,normx,normy,normwidth,normheight,file,label,isyn
19,30,5,0.6152170942308676,0.3754419807536749,0.0638420096907865,0.2719026129281054,6H7aUUz1kQyTKDJq4OkQkQ_right_cropped,walking,23
20,3,5,0.6152170942308676,0.3754419807536749,0.0638420096907865,0.2719026129281054,6H7aUUz1kQyTKDJq4OkQkQ_right_cropped,construction workers,3
22,0,6,0.7007535722475424,0.3486512481521259,0.0592725076235767,0.2620565601304135,6H7aUUz1kQyTKDJq4OkQkQ_right_cropped,alone,0
23,23,6,0.7007535722475424,0.3486512481521259,0.0592725076235767,0.2620565601304135,6H7aUUz1kQyTKDJq4OkQkQ_right_cropped,standing,17
25,0,7,0.658657262277952,0.2844529262086512,0.0373145245559032,0.1689058524173028,6H7aUUz1kQyTKDJq4OkQkQ_right_cropped,alone,0
26,23,7,0.658657262277952,0.2844529262086512,0.0373145245559032,0.1689058524173028,6H7aUUz1kQyTKDJq4OkQkQ_right_cropped,standing,17
27,3,7,0.658657262277952,0.2844529262086512,0.0373145245559032,0.1689058524173028,6H7aUUz1kQyTKDJq4OkQkQ_right_cropped,construction workers,3
29,0,8,0.718533814408397,0.3242667229844202,0.0412641141857505,0.1981517665795276,6H7aUUz1kQyTKDJq4OkQkQ_right_cropped,alone,0
30,30,8,0.718533814408397,0.3242667229844202,0.0412641141857505,0.1981517665795276,6H7aUUz1kQyTKDJq4OkQkQ_right_cropped,walking,23
32,0,9,0.906907297486034,0.3378212290502791,0.1338145949720663,0.1956424581005588,72_iKGC554hdmcuZTh6Ujw_right_cropped,alone,0
33,30,9,0.906907297486034,0.3378212290502791,0.1338145949720663,0.1956424581005588,72_iKGC554hdmcuZTh6Ujw_right_cropped,walking,23
34,17,9,0.906907297486034,0.3378212290502791,0.1338145949720663,0.1956424581005588,72_iKGC554hdmcuZTh6Ujw_right_cropped,pushing shopping cart,12
36,0,10,0.6801649790502803,0.325502793296089,0.0603299581005578,0.1958100558659215,72_iKGC554hdmcuZTh6Ujw_right_cropped,alone,0
37,30,10,0.6801649790502803,0.325502793296089,0.0603299581005578,0.1958100558659215,72_iKGC554hdmcuZTh6Ujw_right_cropped,walking,23
39,7,11,0.4640825768156422,0.4111909697974857,0.1081651536312853,0.3023819395949717,72_iKGC554hdmcuZTh6Ujw_right_cropped,group,7
40,23,11,0.4640825768156422,0.4111909697974857,0.1081651536312853,0.3023819395949717,72_iKGC554hdmcuZTh6Ujw_right_cropped,standing,17
41,27,11,0.4640825768156422,0.4111909697974857,0.1081651536312853,0.3023819395949717,72_iKGC554hdmcuZTh6Ujw_right_cropped,talking,20
43,0,12,0.6235876396648045,0.299563220146648,0.0271752793296087,0.1591264402932962,72_iKGC554hdmcuZTh6Ujw_right_cropped,alone,0
44,23,12,0.6235876396648045,0.299563220146648,0.0271752793296087,0.1591264402932962,72_iKGC554hdmcuZTh6Ujw_right_cropped,standing,17
46,0,13,0.1005598107681909,0.2936080687261565,0.0373124577607569,0.1959266012790682,0F1zwxR8a5g5xsrOWlwiBQ_left_cropped,alone,0
47,23,13,0.1005598107681909,0.2936080687261565,0.0373124577607569,0.1959266012790682,0F1zwxR8a5g5xsrOWlwiBQ_left_cropped,standing,17
49,4,14,0.0476819103401667,0.3642062044878186,0.0953638206803334,0.2884124089756374,0F1zwxR8a5g5xsrOWlwiBQ_left_cropped,couple/2people,4
50,23,14,0.0476819103401667,0.3642062044878186,0.0953638206803334,0.2884124089756374,0F1zwxR8a5g5xsrOWlwiBQ_left_cropped,standing,17
51,27,14,0.0476819103401667,0.3642062044878186,0.0953638206803334,0.2884124089756374,0F1zwxR8a5g5xsrOWlwiBQ_left_cropped,talking,20
53,0,15,0.3578128710328572,0.2270238577633196,0.0201832430817164,0.1237827793460076,0F1zwxR8a5g5xsrOWlwiBQ_left_cropped,alone,0
54,23,15,0.3578128710328572,0.2270238577633196,0.0201832430817164,0.1237827793460076,0F1zwxR8a5g5xsrOWlwiBQ_left_cropped,standing,17
55,29,15,0.3578128710328572,0.2270238577633196,0.0201832430817164,0.1237827793460076,0F1zwxR8a5g5xsrOWlwiBQ_left_cropped,waiting in bus station,22
57,0,16,0.3124971840504618,0.188183292878061,0.0273011939626042,0.1004582321951527,0F1zwxR8a5g5xsrOWlwiBQ_left_cropped,alone,0
58,23,16,0.3124971840504618,0.188183292878061,0.0273011939626042,0.1004582321951527,0F1zwxR8a5g5xsrOWlwiBQ_left_cropped,standing,17
60,0,17,0.8149999999999983,0.4765843782067449,0.0699999999999999,0.2131687564134901,5WRevc12Cg35QQ9yaLV5Mw_right_cropped,alone,0
61,20,17,0.8149999999999983,0.4765843782067449,0.0699999999999999,0.2131687564134901,5WRevc12Cg35QQ9yaLV5Mw_right_cropped,sitting,15
63,4,18,0.7783339243381908,0.6402725347159821,0.2590801828196771,0.5073867739605898,0F3mNK27V6-_r0s_vT8mRA_left_cropped,couple/2people,4
64,23,18,0.7783339243381908,0.6402725347159821,0.2590801828196771,0.5073867739605898,0F3mNK27V6-_r0s_vT8mRA_left_cropped,standing,17
65,5,18,0.7783339243381908,0.6402725347159821,0.2590801828196771,0.5073867739605898,0F3mNK27V6-_r0s_vT8mRA_left_cropped,dining,5
66,27,18,0.7783339243381908,0.6402725347159821,0.2590801828196771,0.5073867739605898,0F3mNK27V6-_r0s_vT8mRA_left_cropped,talking,20
68,0,19,0.6146464234506775,0.4231928779678096,0.1071178285225713,0.2616434540389969,0F3mNK27V6-_r0s_vT8mRA_left_cropped,alone,0
69,20,19,0.6146464234506775,0.4231928779678096,0.1071178285225713,0.2616434540389969,0F3mNK27V6-_r0s_vT8mRA_left_cropped,sitting,15
70,5,19,0.6146464234506775,0.4231928779678096,0.1071178285225713,0.2616434540389969,0F3mNK27V6-_r0s_vT8mRA_left_cropped,dining,5
72,7,20,0.3960482867152932,0.5691317212710176,0.2920965734305833,0.578449649379981,0F3mNK27V6-_r0s_vT8mRA_left_cropped,group,7
73,20,20,0.3960482867152932,0.5691317212710176,0.2920965734305833,0.578449649379981,0F3mNK27V6-_r0s_vT8mRA_left_cropped,sitting,15
74,5,20,0.3960482867152932,0.5691317212710176,0.2920965734305833,0.578449649379981,0F3mNK27V6-_r0s_vT8mRA_left_cropped,dining,5
75,27,20,0.3960482867152932,0.5691317212710176,0.2920965734305833,0.578449649379981,0F3mNK27V6-_r0s_vT8mRA_left_cropped,talking,20
77,0,21,0.7761278114950022,0.4820623936732723,0.0522556229900049,0.1641247873465446,5z7BpKC-hAtKyyNPtzHakw_right_cropped,alone,0
78,20,21,0.7761278114950022,0.4820623936732723,0.0522556229900049,0.1641247873465446,5z7BpKC-hAtKyyNPtzHakw_right_cropped,sitting,15
80,7,22,0.9307919904363424,0.5472260525441152,0.0963478780633583,0.2255478949117695,5XpTBdJkgw1psy1bqQLViw_right_cropped,group,7
81,30,22,0.9307919904363424,0.5472260525441152,0.0963478780633583,0.2255478949117695,5XpTBdJkgw1psy1bqQLViw_right_cropped,walking,23
83,38,22,0.9307919904363424,0.5472260525441152,0.0963478780633583,0.2255478949117695,5XpTBdJkgw1psy1bqQLViw_right_cropped,kid,30
84,0,23,0.3584038844621514,0.4488537046531629,0.0368077689243029,0.158229339744594,6Pn7Rni8D15IT_UVXxhh6A_right_cropped,alone,0
85,20,23,0.3584038844621514,0.4488537046531629,0.0368077689243029,0.158229339744594,6Pn7Rni8D15IT_UVXxhh6A_right_cropped,sitting,15
87,4,24,0.9651806932000936,0.4963506082535725,0.0592794975777112,0.1871400409825433,6Pn7Rni8D15IT_UVXxhh6A_right_cropped,couple/2people,4
88,20,24,0.9651806932000936,0.4963506082535725,0.0592794975777112,0.1871400409825433,6Pn7Rni8D15IT_UVXxhh6A_right_cropped,sitting,15
89,27,24,0.9651806932000936,0.4963506082535725,0.0592794975777112,0.1871400409825433,6Pn7Rni8D15IT_UVXxhh6A_right_cropped,talking,20
91,7,25,0.8549378023496879,0.4663538004089045,0.1391499654457492,0.3592864108428518,0JW-e-lFzCPohkitv9tVTQ_right_cropped,group,7
92,23,25,0.8549378023496879,0.4663538004089045,0.1391499654457492,0.3592864108428518,0JW-e-lFzCPohkitv9tVTQ_right_cropped,standing,17
93,27,25,0.8549378023496879,0.4663538004089045,0.1391499654457492,0.3592864108428518,0JW-e-lFzCPohkitv9tVTQ_right_cropped,talking,20
95,37,25,0.8549378023496879,0.4663538004089045,0.1391499654457492,0.3592864108428518,0JW-e-lFzCPohkitv9tVTQ_right_cropped,elderly,29
96,0,26,0.3072563925362819,0.3224515163171076,0.0303662750518315,0.14,0JW-e-lFzCPohkitv9tVTQ_right_cropped,alone,0
97,30,26,0.3072563925362819,0.3224515163171076,0.0303662750518315,0.14,0JW-e-lFzCPohkitv9tVTQ_right_cropped,walking,23
99,4,27,0.5676434001382166,0.3901536780683484,0.075286800276434,0.2358139492318999,0JW-e-lFzCPohkitv9tVTQ_right_cropped,couple/2people,4
100,23,27,0.5676434001382166,0.3901536780683484,0.075286800276434,0.2358139492318999,0JW-e-lFzCPohkitv9tVTQ_right_cropped,standing,17
101,39,27,0.5676434001382166,0.3901536780683484,0.075286800276434,0.2358139492318999,0JW-e-lFzCPohkitv9tVTQ_right_cropped,mobility aids,31
103,37,27,0.5676434001382166,0.3901536780683484,0.075286800276434,0.2358139492318999,0JW-e-lFzCPohkitv9tVTQ_right_cropped,elderly,29
104,0,28,0.1198375950241879,0.25,0.03,0.16,0JW-e-lFzCPohkitv9tVTQ_right_cropped,alone,0
105,23,28,0.1198375950241879,0.25,0.03,0.16,0JW-e-lFzCPohkitv9tVTQ_right_cropped,standing,17
106,19,28,0.1198375950241879,0.25,0.03,0.16,0JW-e-lFzCPohkitv9tVTQ_right_cropped,shopping,14
108,7,29,0.2474602626123009,0.3178393857802474,0.072156185210781,0.1990303263421488,0JW-e-lFzCPohkitv9tVTQ_right_cropped,group,7
109,23,29,0.2474602626123009,0.3178393857802474,0.072156185210781,0.1990303263421488,0JW-e-lFzCPohkitv9tVTQ_right_cropped,standing,17
110,27,29,0.2474602626123009,0.3178393857802474,0.072156185210781,0.1990303263421488,0JW-e-lFzCPohkitv9tVTQ_right_cropped,talking,20
112,38,29,0.2474602626123009,0.3178393857802474,0.072156185210781,0.1990303263421488,0JW-e-lFzCPohkitv9tVTQ_right_cropped,kid,30
113,48,29,0.2474602626123009,0.3178393857802474,0.072156185210781,0.1990303263421488,0JW-e-lFzCPohkitv9tVTQ_right_cropped,teenager,39
114,0,30,0.063293020041465,0.2573829475589918,0.03,0.1848462354188758,0JW-e-lFzCPohkitv9tVTQ_right_cropped,alone,0
115,23,30,0.063293020041465,0.2573829475589918,0.03,0.1848462354188758,0JW-e-lFzCPohkitv9tVTQ_right_cropped,standing,17
116,19,30,0.063293020041465,0.2573829475589918,0.03,0.1848462354188758,0JW-e-lFzCPohkitv9tVTQ_right_cropped,shopping,14
118,0,31,0.3960340415632747,0.5106887322370259,0.0554275227460714,0.241377464474056,5W9ZSmNrAlboxT2zsUFqqQ_left_cropped,alone,0
119,30,31,0.3960340415632747,0.5106887322370259,0.0554275227460714,0.241377464474056,5W9ZSmNrAlboxT2zsUFqqQ_left_cropped,walking,23
120,17,31,0.3960340415632747,0.5106887322370259,0.0554275227460714,0.241377464474056,5W9ZSmNrAlboxT2zsUFqqQ_left_cropped,pushing shopping cart,12
122,0,32,0.750545936116382,0.5718975332068308,0.0491334598355469,0.36,5IK8ODgDNNc9Z48H48iy5Q_right_cropped,alone,0
123,23,32,0.750545936116382,0.5718975332068308,0.0491334598355469,0.36,5IK8ODgDNNc9Z48H48iy5Q_right_cropped,standing,17
125,0,33,0.6134532139468695,0.4799999999999996,0.0349480154965208,0.2999999999999996,5IK8ODgDNNc9Z48H48iy5Q_right_cropped,alone,0
126,23,33,0.6134532139468695,0.4799999999999996,0.0349480154965208,0.2999999999999996,5IK8ODgDNNc9Z48H48iy5Q_right_cropped,standing,17
128,4,34,0.4661958412397213,0.4024098671726752,0.0455459361163822,0.2503605313092975,5IK8ODgDNNc9Z48H48iy5Q_right_cropped,couple/2people,4
129,30,34,0.4661958412397213,0.4024098671726752,0.0455459361163822,0.2503605313092975,5IK8ODgDNNc9Z48H48iy5Q_right_cropped,walking,23
131,0,35,0.1021182184839396,0.3049999999999995,0.0317981145994583,0.2099999999999998,5IK8ODgDNNc9Z48H48iy5Q_right_cropped,alone,0
132,30,35,0.1021182184839396,0.3049999999999995,0.0317981145994583,0.2099999999999998,5IK8ODgDNNc9Z48H48iy5Q_right_cropped,walking,23
134,7,36,0.4201343097722959,0.4274132377908713,0.0624523640101205,0.3051735244182558,5IK8ODgDNNc9Z48H48iy5Q_right_cropped,group,7
135,23,36,0.4201343097722959,0.4274132377908713,0.0624523640101205,0.3051735244182558,5IK8ODgDNNc9Z48H48iy5Q_right_cropped,standing,17
136,27,36,0.4201343097722959,0.4274132377908713,0.0624523640101205,0.3051735244182558,5IK8ODgDNNc9Z48H48iy5Q_right_cropped,talking,20
137,12,36,0.4201343097722959,0.4274132377908713,0.0624523640101205,0.3051735244182558,5IK8ODgDNNc9Z48H48iy5Q_right_cropped,phone interaction,10
139,0,37,0.6896670389691316,0.4492954783781079,0.0293661118150562,0.2555646409667433,5IK8ODgDNNc9Z48H48iy5Q_right_cropped,alone,0
140,30,37,0.6896670389691316,0.4492954783781079,0.0293661118150562,0.2555646409667433,5IK8ODgDNNc9Z48H48iy5Q_right_cropped,walking,23
142,0,38,0.865164650537634,0.4765789473684202,0.0503293010752689,0.2331578947368417,5IK8ODgDNNc9Z48H48iy5Q_right_cropped,alone,0
143,30,38,0.865164650537634,0.4765789473684202,0.0503293010752689,0.2331578947368417,5IK8ODgDNNc9Z48H48iy5Q_right_cropped,walking,23
145,0,39,0.1810365268640351,0.3168975332068309,0.0220730537280702,0.193795066413662,5IK8ODgDNNc9Z48H48iy5Q_right_cropped,alone,0
146,23,39,0.1810365268640351,0.3168975332068309,0.0220730537280702,0.193795066413662,5IK8ODgDNNc9Z48H48iy5Q_right_cropped,standing,17
148,0,40,0.3613604917773554,0.34170871616898,0.0271750474383303,0.2148026315789472,5IK8ODgDNNc9Z48H48iy5Q_right_cropped,alone,0
149,23,40,0.3613604917773554,0.34170871616898,0.0271750474383303,0.2148026315789472,5IK8ODgDNNc9Z48H48iy5Q_right_cropped,standing,17
151,0,41,0.5147833649588868,0.3618975332068311,0.02,0.22,5IK8ODgDNNc9Z48H48iy5Q_right_cropped,alone,0
152,23,41,0.5147833649588868,0.3618975332068311,0.02,0.22,5IK8ODgDNNc9Z48H48iy5Q_right_cropped,standing,17
154,0,42,0.3017937618595823,0.3463851992409866,0.023587523719165,0.2127703984819735,5IK8ODgDNNc9Z48H48iy5Q_right_cropped,alone,0
155,23,42,0.3017937618595823,0.3463851992409866,0.023587523719165,0.2127703984819735,5IK8ODgDNNc9Z48H48iy5Q_right_cropped,standing,17
157,0,43,0.9429376185958224,0.4586907020872861,0.0539168247944333,0.2140037950664139,5IK8ODgDNNc9Z48H48iy5Q_right_cropped,alone,0
158,30,43,0.9429376185958224,0.4586907020872861,0.0539168247944333,0.2140037950664139,5IK8ODgDNNc9Z48H48iy5Q_right_cropped,walking,23
160,0,44,0.6765929104989032,0.40625,0.0326505962171052,0.2171052631578947,5IK8ODgDNNc9Z48H48iy5Q_right_cropped,alone,0
161,30,44,0.6765929104989032,0.40625,0.0326505962171052,0.2171052631578947,5IK8ODgDNNc9Z48H48iy5Q_right_cropped,walking,23
163,0,45,0.4044841098886534,0.3429533404029695,0.0629894065924356,0.217423117709438,MNa0xRInSP5PSJvuiLJa2w_left_cropped,alone,0
164,30,45,0.4044841098886534,0.3429533404029695,0.0629894065924356,0.217423117709438,MNa0xRInSP5PSJvuiLJa2w_left_cropped,walking,23
166,0,46,0.7211957626369735,0.3858324496288442,0.042391525273948,0.211664899257688,MNa0xRInSP5PSJvuiLJa2w_left_cropped,alone,0
167,23,46,0.7211957626369735,0.3858324496288442,0.042391525273948,0.211664899257688,MNa0xRInSP5PSJvuiLJa2w_left_cropped,standing,17
169,0,47,0.9735872879109226,0.4011346765641571,0.0528254241781544,0.2359066808059383,MNa0xRInSP5PSJvuiLJa2w_left_cropped,alone,0
170,23,47,0.9735872879109226,0.4011346765641571,0.0528254241781544,0.2359066808059383,MNa0xRInSP5PSJvuiLJa2w_left_cropped,standing,17
172,0,48,0.9379894065924356,0.4671208907741251,0.0559788131848711,0.2542417815482502,MNa0xRInSP5PSJvuiLJa2w_left_cropped,alone,0
173,23,48,0.9379894065924356,0.4671208907741251,0.0559788131848711,0.2542417815482502,MNa0xRInSP5PSJvuiLJa2w_left_cropped,standing,17
175,0,49,0.8920925846147051,0.3853022269353127,0.0441851692294091,0.2306044538706256,MNa0xRInSP5PSJvuiLJa2w_left_cropped,alone,0
176,23,49,0.8920925846147051,0.3853022269353127,0.0441851692294091,0.2306044538706256,MNa0xRInSP5PSJvuiLJa2w_left_cropped,standing,17
177,12,49,0.8920925846147051,0.3853022269353127,0.0441851692294091,0.2306044538706256,MNa0xRInSP5PSJvuiLJa2w_left_cropped,phone interaction,10
179,0,50,0.6519576263697391,0.4543743372216323,0.0851110153764591,0.3360233297985148,MNa0xRInSP5PSJvuiLJa2w_left_cropped,alone,0
180,30,50,0.6519576263697391,0.4543743372216323,0.0851110153764591,0.3360233297985148,MNa0xRInSP5PSJvuiLJa2w_left_cropped,walking,23
181,15,50,0.6519576263697391,0.4543743372216323,0.0851110153764591,0.3360233297985148,MNa0xRInSP5PSJvuiLJa2w_left_cropped,pushing stroller or shopping cart,12
183,4,51,0.332174575821845,0.1750000000000001,0.0243491516436903,0.05,MNa0xRInSP5PSJvuiLJa2w_left_cropped,couple/2people,4
184,30,51,0.332174575821845,0.1750000000000001,0.0243491516436903,0.05,MNa0xRInSP5PSJvuiLJa2w_left_cropped,walking,23
186,0,52,0.3591851692294097,0.1713626723223754,0.0099999999999999,0.05,MNa0xRInSP5PSJvuiLJa2w_left_cropped,alone,0
187,23,52,0.3591851692294097,0.1713626723223754,0.0099999999999999,0.05,MNa0xRInSP5PSJvuiLJa2w_left_cropped,standing,17
189,4,53,0.7269428314991893,0.4547380975941324,0.1138856629983779,0.4705238048117355,JZH0ZhrzgsPeUk36LFf4UA_right_cropped,couple/2people,4
190,23,53,0.7269428314991893,0.4547380975941324,0.1138856629983779,0.4705238048117355,JZH0ZhrzgsPeUk36LFf4UA_right_cropped,standing,17
193,0,54,0.0711957626369741,0.2892417815482502,0.0623915252739483,0.1384835630965005,JZH0ZhrzgsPeUk36LFf4UA_right_cropped,alone,0
194,20,54,0.0711957626369741,0.2892417815482502,0.0623915252739483,0.1384835630965005,JZH0ZhrzgsPeUk36LFf4UA_right_cropped,sitting,15
196,4,55,0.8759973857407246,0.464029762496071,0.1289713812292715,0.3569174637108049,JZH0ZhrzgsPeUk36LFf4UA_right_cropped,couple/2people,4
197,23,55,0.8759973857407246,0.464029762496071,0.1289713812292715,0.3569174637108049,JZH0ZhrzgsPeUk36LFf4UA_right_cropped,standing,17
199,38,55,0.8759973857407246,0.464029762496071,0.1289713812292715,0.3569174637108049,JZH0ZhrzgsPeUk36LFf4UA_right_cropped,kid,30
200,4,56,0.2700249427216537,0.3810257310830381,0.080049885443308,0.2420514621660761,6xF4H2QlZlxSkSecKUD1VQ_left_cropped,couple/2people,4
201,23,56,0.2700249427216537,0.3810257310830381,0.080049885443308,0.2420514621660761,6xF4H2QlZlxSkSecKUD1VQ_left_cropped,standing,17
202,27,56,0.2700249427216537,0.3810257310830381,0.080049885443308,0.2420514621660761,6xF4H2QlZlxSkSecKUD1VQ_left_cropped,talking,20
204,0,57,0.5578628750540886,0.6032974898479032,0.0942574410513909,0.3564935959406339,0H2a1nFUT8lpS1Ujs8N0AQ_right_cropped,alone,0
205,30,57,0.5578628750540886,0.6032974898479032,0.0942574410513909,0.3564935959406339,0H2a1nFUT8lpS1Ujs8N0AQ_right_cropped,walking,23
206,35,57,0.5578628750540886,0.6032974898479032,0.0942574410513909,0.3564935959406339,0H2a1nFUT8lpS1Ujs8N0AQ_right_cropped,crossing crosswalk,27
208,0,58,0.9563524716971984,0.2936111862977416,0.049563984712875,0.0881343556283569,0H2a1nFUT8lpS1Ujs8N0AQ_right_cropped,alone,0
209,30,58,0.9563524716971984,0.2936111862977416,0.049563984712875,0.0881343556283569,0H2a1nFUT8lpS1Ujs8N0AQ_right_cropped,walking,23
211,0,59,0.6854709316454577,0.1850477200424178,0.0101639824142807,0.0540827147401909,0H2a1nFUT8lpS1Ujs8N0AQ_right_cropped,alone,0
212,30,59,0.6854709316454577,0.1850477200424178,0.0101639824142807,0.0540827147401909,0H2a1nFUT8lpS1Ujs8N0AQ_right_cropped,walking,23
214,0,60,0.1399999999999999,0.4731813361611876,0.0799999999999999,0.3063626723223753,Bn2_y2-i1XADtDA8wqQ4hw_right_cropped,alone,0
215,30,60,0.1399999999999999,0.4731813361611876,0.0799999999999999,0.3063626723223753,Bn2_y2-i1XADtDA8wqQ4hw_right_cropped,walking,23
216,35,60,0.1399999999999999,0.4731813361611876,0.0799999999999999,0.3063626723223753,Bn2_y2-i1XADtDA8wqQ4hw_right_cropped,crossing crosswalk,27
218,0,61,0.1911957626369742,0.2542417815482503,0.0399999999999999,0.1,Bn2_y2-i1XADtDA8wqQ4hw_right_cropped,alone,0
219,23,61,0.1911957626369742,0.2542417815482503,0.0399999999999999,0.1,Bn2_y2-i1XADtDA8wqQ4hw_right_cropped,standing,17
220,24,61,0.1911957626369742,0.2542417815482503,0.0399999999999999,0.1,Bn2_y2-i1XADtDA8wqQ4hw_right_cropped,street vendors,18
222,0,62,0.3689350577620108,0.228996195355783,0.0199999999999999,0.1084835630965006,Bn2_y2-i1XADtDA8wqQ4hw_right_cropped,alone,0
223,23,62,0.3689350577620108,0.228996195355783,0.0199999999999999,0.1084835630965006,Bn2_y2-i1XADtDA8wqQ4hw_right_cropped,standing,17
225,4,63,0.7010311639893573,0.1808490430441011,0.0220623279787146,0.0710936322175762,Bn2_y2-i1XADtDA8wqQ4hw_right_cropped,couple/2people,4
226,30,63,0.7010311639893573,0.1808490430441011,0.0220623279787146,0.0710936322175762,Bn2_y2-i1XADtDA8wqQ4hw_right_cropped,walking,23
227,19,63,0.7010311639893573,0.1808490430441011,0.0220623279787146,0.0710936322175762,Bn2_y2-i1XADtDA8wqQ4hw_right_cropped,shopping,14
229,0,64,0.6836772876899964,0.1977730646871686,0.0185343208731001,0.0774125132555673,Bn2_y2-i1XADtDA8wqQ4hw_right_cropped,alone,0
230,30,64,0.6836772876899964,0.1977730646871686,0.0185343208731001,0.0774125132555673,Bn2_y2-i1XADtDA8wqQ4hw_right_cropped,walking,23
232,0,65,0.7273936813293096,0.2414113277623026,0.0214632176570721,0.1095636025998143,Bn2_y2-i1XADtDA8wqQ4hw_right_cropped,alone,0
233,23,65,0.7273936813293096,0.2414113277623026,0.0214632176570721,0.1095636025998143,Bn2_y2-i1XADtDA8wqQ4hw_right_cropped,standing,17
234,3,65,0.7273936813293096,0.2414113277623026,0.0214632176570721,0.1095636025998143,Bn2_y2-i1XADtDA8wqQ4hw_right_cropped,construction workers,3
236,0,66,0.2208449118114919,0.5009430172594158,0.08600885543925,0.3018860345188318,Del_Y2qBdSZF_bB8DAEz9w_right_cropped,alone,0
237,30,66,0.2208449118114919,0.5009430172594158,0.08600885543925,0.3018860345188318,Del_Y2qBdSZF_bB8DAEz9w_right_cropped,walking,23
238,35,66,0.2208449118114919,0.5009430172594158,0.08600885543925,0.3018860345188318,Del_Y2qBdSZF_bB8DAEz9w_right_cropped,crossing crosswalk,27
240,0,67,0.5789350577620109,0.4130763868273563,0.0653610346572064,0.2495088276150655,Del_Y2qBdSZF_bB8DAEz9w_right_cropped,alone,0
241,30,67,0.5789350577620109,0.4130763868273563,0.0653610346572064,0.2495088276150655,Del_Y2qBdSZF_bB8DAEz9w_right_cropped,walking,23
243,37,67,0.5789350577620109,0.4130763868273563,0.0653610346572064,0.2495088276150655,Del_Y2qBdSZF_bB8DAEz9w_right_cropped,elderly,29
244,7,68,0.7253767382997226,0.5032421699682105,0.2423065856300568,0.3190562990821968,Del_Y2qBdSZF_bB8DAEz9w_right_cropped,group,7
245,30,68,0.7253767382997226,0.5032421699682105,0.2423065856300568,0.3190562990821968,Del_Y2qBdSZF_bB8DAEz9w_right_cropped,walking,23
246,11,68,0.7253767382997226,0.5032421699682105,0.2423065856300568,0.3190562990821968,Del_Y2qBdSZF_bB8DAEz9w_right_cropped,pet interactions,9
248,38,68,0.7253767382997226,0.5032421699682105,0.2423065856300568,0.3190562990821968,Del_Y2qBdSZF_bB8DAEz9w_right_cropped,kid,30
249,4,69,0.4237636213002229,0.215451844874481,0.0412727021670385,0.093470839121343,Del_Y2qBdSZF_bB8DAEz9w_right_cropped,couple/2people,4
250,30,69,0.4237636213002229,0.215451844874481,0.0412727021670385,0.093470839121343,Del_Y2qBdSZF_bB8DAEz9w_right_cropped,walking,23
251,15,69,0.4237636213002229,0.215451844874481,0.0412727021670385,0.093470839121343,Del_Y2qBdSZF_bB8DAEz9w_right_cropped,pushing stroller or shopping cart,12
253,44,70,0.8184995250088367,0.5938494167550376,0.0573966065747615,0.1378579003181332,Del_Y2qBdSZF_bB8DAEz9w_right_cropped,pet,36
254,0,71,0.3995374449339205,0.5418082453661374,0.070264317180617,0.2504288920289253,6NBXBfa4bFKPzJA7isKtpQ_right_cropped,alone,0
