ifile,x,y,width,height,ilabel,num_labels,is_valid,is_challenging,data_source
35,0.8346372554866409,0.3713500224232616,0.0477667069929117,0.1787087689468516,"[0, 5]",2,True,False,BSV
35,0.9309743899945468,0.328728329673444,0.0419487799890948,0.2174566593468882,"[0, 5]",2,True,False,BSV
35,0.9649408987260616,0.3838996396702694,0.0495590239912759,0.2234351145038168,"[0, 5, 39]",3,True,False,BSV
36,0.5900000000000003,0.4014503816793893,0.04,0.2629007633587786,"[0, 5]",2,True,False,BSV
36,0.9135846339967284,0.3215430752453653,0.0471692679934569,0.2030861504907305,"[0, 6]",2,True,False,BSV
36,0.9562731094942748,0.4299073064340241,0.0725462189885496,0.2798146128680479,"[0, 6]",2,True,False,BSV
37,0.018285914497001,0.3787241003271536,0.0365718289940021,0.2374482006543074,"[0, 6]",2,True,False,BSV
37,0.0500782314953653,0.3320883315158122,0.0801564629907306,0.2241766630316249,"[0, 6]",2,True,False,BSV
37,0.7465718289940003,0.305359869138495,0.0731436579880046,0.2307197382769902,"[0, 6]",2,True,False,BSV
37,0.7542667368116139,0.2546346782987999,0.044807924959106,0.1166848418756814,"[0, 4]",2,True,False,BSV
38,0.1109743899945473,0.2998146128680479,0.0407539019901853,0.2083533260632497,"[0, 5]",2,True,False,BSV
38,0.3384491931911123,0.1423118865866957,0.0280796329743729,0.0708833151581243,"[2, 6]",2,True,False,BSV
38,0.8053769509950927,0.324907306434024,0.0507539019901852,0.2098146128680478,"[0, 6, 20]",3,True,False,BSV
38,0.8300782314953653,0.2797219193020718,0.0401564629907307,0.1994438386041439,"[0, 6, 20]",3,True,False,BSV
38,0.8936628654920937,0.2937241003271535,0.0473257309841878,0.1874482006543074,"[0, 6, 20]",3,True,False,BSV
38,0.9187268905057256,0.1849073064340237,0.0380796329743731,0.0698146128680478,"[2, 5, 23]",3,True,False,BSV
39,0.015,0.3390839694656489,0.03,0.2181679389312977,"[0, 6]",2,True,False,BSV
39,0.1533641459923664,0.2963576881134132,0.0467282919847328,0.2127153762268263,"[0, 6]",2,True,False,BSV
39,0.2598859647628135,0.2104689203925845,0.0633285339422028,0.1112322791712105,"[1, 5, 23]",3,True,False,BSV
39,0.2791820729961832,0.2874482006543075,0.03,0.16,"[0, 5]",2,True,False,BSV
39,0.3232859144970008,0.260267175572519,0.0552489009678298,0.165267175572519,"[2, 6]",2,True,False,BSV
39,0.3781436579880045,0.2135387131952017,0.0219487799890948,0.085267175572519,"[0, 6]",2,True,False,BSV
39,0.393961584991821,0.2259051254089424,0.0219487799890947,0.13,"[0, 6]",2,True,False,BSV
39,0.5250000000000005,0.3546183206106871,0.05,0.2092366412213739,"[0, 5, 34]",3,True,False,BSV
40,0.3464960301978233,0.2768262498375774,0.0628202139725847,0.2182768274721309,"[2, 5, 23]",3,True,False,BSV
41,0.4059439124487007,0.1899940135238277,0.0318878248974008,0.0799880270476551,"[2, 6]",2,True,False,BSV
41,0.4233378932968534,0.1949940135238274,0.0129958960328317,0.0799999999999998,"[0, 5]",2,True,False,BSV
41,0.6397879616963058,0.21311527197622,0.0195759233926128,0.0862305439524396,"[0, 5]",2,True,False,BSV
42,0.0237619699042407,0.3812425169047847,0.0475239398084815,0.2024850338095689,"[0, 6, 20]",3,True,False,BSV
42,0.455,0.1881152719762197,0.01,0.0562305439524399,"[0, 6]",2,True,False,BSV
42,0.4677359781121753,0.195618265214306,0.0154719562243499,0.0512365304286122,"[0, 6]",2,True,False,BSV
42,0.909103967168262,0.3468607821190905,0.0782079343365263,0.1937215642381812,"[0, 6]",2,True,False,BSV
43,0.3888508891928864,0.3633144838584606,0.0499316005471956,0.0724131960955007,[43],1,True,False,BSV
43,0.4346580027359772,0.309357788881004,0.0780437756497946,0.2187155777620089,"[2, 6]",2,True,False,BSV
43,0.5201299589603287,0.2887275507143535,0.0512038303693576,0.1874670743810518,"[0, 6]",2,True,False,BSV
44,0.0840218878248974,0.2418547956429181,0.0480437756497947,0.1437095912858365,"[2, 5]",2,True,False,BSV
44,0.3695759233926127,0.2356122787381336,0.0241039671682628,0.1462305439524397,"[0, 5]",2,True,False,BSV
44,0.7194459644322839,0.281236530428612,0.0588919288645689,0.2024730608572245,"[0, 6]",2,True,False,BSV
45,0.2797879616963063,0.3699999999999997,0.059575923392613,0.2199999999999999,"[0, 6, 20]",3,True,False,BSV
45,0.3103419972640214,0.3318607821190906,0.0406839945280436,0.223721564238181,"[0, 6, 20]",3,True,False,BSV
45,0.6687619699042409,0.2874910202857414,0.0375239398084811,0.1749820405714828,"[0, 6]",2,True,False,BSV
45,0.7458618331053346,0.207485033809569,0.0339398084815329,0.0749940135238277,"[0, 35, 4]",3,True,False,BSV
45,0.8440218878248967,0.2612425169047844,0.0543638850889195,0.1399880270476551,"[0, 35, 4]",3,True,False,BSV
46,0.5408139534883722,0.3112065980477503,0.041627906976744,0.1824131960955009,"[0, 6]",2,True,False,BSV
46,0.9135020519835833,0.5143637753571759,0.089411764705882,0.3887275507143531,"[0, 5, 20]",3,True,False,BSV
47,0.1778385772913817,0.2615614583104725,0.0779753761969903,0.1211048279528204,"[1, 6]",2,True,False,BSV
47,0.4076607387140902,0.2359671390008559,0.0246238030095759,0.1048742840003803,"[2, 6]",2,True,False,BSV
47,0.4989740082079342,0.2178638399769806,0.0471956224350205,0.0736616994764575,"[1, 5]",2,True,False,BSV
48,0.0198358413132695,0.1878997588340147,0.0383036935704514,0.136086868524303,"[0, 5]",2,True,False,BSV
48,0.0612175102599179,0.1666752013577474,0.0294117647058823,0.06866768595263,"[0, 4]",2,True,False,BSV
48,0.0896032831737346,0.1972635341911917,0.0328317373461012,0.1148623110480356,"[0, 5]",2,True,False,BSV
48,0.2028043775649795,0.1204805762623418,0.0526675786593707,0.0936377535717682,"[2, 5, 23]",3,True,False,BSV
48,0.2127222982216142,0.1810329902387518,0.0506155950752393,0.0824012231431559,"[2, 4]",2,True,False,BSV
48,0.2510259917920656,0.1129895559766003,0.0328317373461012,0.0936377535717682,"[0, 6]",2,True,False,BSV
48,0.2647058823529412,0.28278601578674,0.0533515731874144,0.1910210172864071,"[0, 6]",2,True,False,BSV
48,0.3300273597811217,0.0980075154051174,0.0143638850889193,0.0387036048096641,"[0, 4]",2,True,False,BSV
48,0.3341313269493844,0.3370959128583656,0.0622435020519835,0.2122455747626746,"[0, 6]",2,True,False,BSV
48,0.3495212038303692,0.25032492788186,0.0725034199726405,0.1835299970006656,"[1, 5, 23]",3,True,False,BSV
48,0.3734610123119015,0.0674191825716731,0.0369357045143638,0.054934148762104,"[1, 4]",2,True,False,BSV
48,0.4049247606019145,0.1092440458337294,0.0259917920656635,0.0886437400479403,"[0, 6]",2,True,False,BSV
48,0.4114227086183301,0.0443218700239702,0.0157318741450072,0.0387036048096642,"[0, 4]",2,True,False,BSV
48,0.4387824897400821,0.0299640811429658,0.0116279069767441,0.0474431284763625,"[0, 6]",2,True,False,BSV
48,0.5420656634746922,0.0799042163812422,0.0157318741450067,0.0499401352382763,"[0, 6]",2,True,False,BSV
48,0.5451436388508892,0.034333842976315,0.0136798905608754,0.0461946250954056,"[0, 6]",2,True,False,BSV
48,0.58686730506156,0.1073712907622941,0.0191518467852257,0.0898922434288974,"[0, 35, 5]",3,True,False,BSV
48,0.600889192886457,0.0374551014287072,0.0198358413132695,0.0349580946667934,"[0, 4]",2,True,False,BSV
48,0.6132010943912446,0.0980075154051173,0.0499316005471956,0.0886437400479406,"[2, 5, 23]",3,True,False,BSV
48,0.624829001367989,0.0486916318573194,0.0129958960328317,0.0524371420001902,"[0, 6]",2,True,False,BSV
48,0.6809165526675787,0.0536856453811471,0.0157318741450067,0.0474431284763625,"[0, 6]",2,True,False,BSV
48,0.6956224350205198,0.0605524139764101,0.0095759233926128,0.0387036048096642,"[0, 6]",2,True,False,BSV
48,0.7127222982216143,0.0561826521430609,0.0136798905608755,0.0374551014287072,"[0, 4]",2,True,False,BSV
48,0.8515731874145007,0.0923892501908113,0.0328317373461013,0.0948862569527251,"[0, 6]",2,True,False,BSV
48,0.8758549931600547,0.3352231577869302,0.0581395348837209,0.2159910849055454,"[0, 5, 27]",3,True,False,BSV
48,0.8946648426812587,0.1023772772384665,0.0287277701778386,0.0649221758097592,"[0, 4]",2,True,False,BSV
49,0.1729301233118026,0.4196181008035518,0.1133294186729301,0.2990381867795422,"[0, 4]",2,True,False,BSV
49,0.3778625954198473,0.2636680786658335,0.0475631238990017,0.1972151482703795,"[0, 6]",2,True,False,BSV
49,0.3998825601879037,0.3210105266683623,0.0692894891368173,0.2090051843082825,"[0, 6]",2,True,False,BSV
49,0.5945390487375221,0.3022536511535164,0.0393423370522606,0.1607732186986789,"[0, 6]",2,True,False,BSV
49,0.6230182031708749,0.3440546880151729,0.0422783323546681,0.2615244357498511,"[0, 6]",2,True,False,BSV
49,0.6972988843217851,0.2995740975085385,0.0405167351732238,0.1404086109968463,"[0, 6]",2,True,False,BSV
49,0.7510275983558427,0.3472701523891466,0.0751614797416323,0.2122206486822562,"[0, 6]",2,True,False,BSV
50,0.0349999999999999,0.5224670743810519,0.0699999999999999,0.404934148762104,"[0, 6]",2,True,False,BSV
50,0.0873597811217509,0.3893338429763154,0.094719562243502,0.2786676859526303,"[2, 6]",2,True,False,BSV
50,0.3368057455540348,0.3843877212618657,0.1136114911080715,0.2986676859526292,"[1, 5, 23]",3,True,False,BSV
50,0.440813953488372,0.1599940135238275,0.0147879616963061,0.0674790473333964,"[0, 5]",2,True,False,BSV
50,0.4623803009575918,0.1404566303576523,0.0136798905608755,0.0412006115715781,"[0, 6]",2,True,False,BSV
50,0.4677838577291392,0.168691631857319,0.0191518467852256,0.042449114952535,"[0, 5]",2,True,False,BSV
50,0.8480779753761972,0.2199760540953104,0.0243638850889202,0.119952108190621,"[0, 5]",2,True,False,BSV
51,0.243207934336525,0.3524910202857413,0.0464158686730507,0.2249820405714831,"[0, 6, 20]",3,True,False,BSV
51,0.4866621067031464,0.1392081269766954,0.0170998632010944,0.0711646927145438,"[0, 5]",2,True,False,BSV
51,0.5491039671682628,0.3037395236666986,0.1129274965800271,0.1674790473333968,"[0, 8, 20]",3,True,False,BSV
51,0.5742339261285909,0.1831152719762198,0.0175239398084811,0.0962425169047844,"[0, 5]",2,True,False,BSV
52,0.5925239398084814,0.3199820405714829,0.0409439124487001,0.23,"[0, 5]",2,True,False,BSV
52,0.6077291381668946,0.1310928550004754,0.0116279069767442,0.0599281622859315,"[0, 5]",2,True,False,BSV
52,0.6418399452804385,0.161866768595263,0.0141039671682627,0.0762425169047845,"[0, 5]",2,True,False,BSV
52,0.7044459644322845,0.2849940135238277,0.04889192886457,0.1899880270476552,"[0, 5]",2,True,False,BSV
52,0.7406019151846778,0.2249880270476554,0.0329958960328316,0.1349940135238277,"[0, 6]",2,True,False,BSV
52,0.8864979480164178,0.2631092855000472,0.0529958960328301,0.1862185710000951,"[0, 5]",2,True,False,BSV
53,0.0434336525307797,0.1398323786671738,0.0239398084815321,0.0724131960955008,"[0, 6]",2,True,False,BSV
53,0.0925239398084815,0.2599940135238276,0.03,0.15,"[0, 6, 20]",3,True,False,BSV
53,0.1695417236662106,0.3456302381666508,0.1190834473324213,0.2512125845239225,"[2, 6]",2,True,False,BSV
54,0.3336798905608757,0.3218428226905729,0.1242954856361148,0.2436856453811467,"[0, 8]",2,True,False,BSV
55,0.6482079343365253,0.3699999999999999,0.0764158686730506,0.2199999999999999,"[0, 6]",2,True,False,BSV
56,0.2372777017783854,0.5005703734049272,0.1545554035567714,0.4011407468098539,"[2, 6]",2,True,False,BSV
57,0.3464158686730512,0.3318547956429183,0.0295759233926129,0.1787155777620092,"[0, 6]",2,True,False,BSV
58,0.4787619699042399,0.2768967009761248,0.1175239398084813,0.2086078211909065,"[0, 8]",2,True,False,BSV
58,0.6061559507523939,0.1687395236666983,0.02,0.08,"[0, 5]",2,True,False,BSV
58,0.690129958960329,0.2893458159286596,0.1136114911080704,0.1986916318573192,"[0, 8]",2,True,False,BSV
58,0.7216142270861835,0.1804087385482734,0.0259917920656634,0.0811527197621991,"[0, 6]",2,True,False,BSV
58,0.7264021887824897,0.2565674447866449,0.1080711354309164,0.1760389767149242,"[0, 8]",2,True,False,BSV
58,0.8184199726402177,0.1899820405714831,0.01547195622435,0.0774910202857413,"[0, 5]",2,True,False,BSV
58,0.9446580027359776,0.3081032990238745,0.1103556771545818,0.21620659804775,"[0, 8]",2,True,False,BSV
59,0.5577359781121752,0.0622640218878248,0.0154719562243502,0.0754719562243501,"[0, 5]",2,True,False,BSV
59,0.75,0.275,0.06,0.21,"[0, 6, 20]",3,True,False,BSV
59,0.7697058823529406,0.0834199726402188,0.0161559507523935,0.0923119015047879,"[0, 5]",2,True,False,BSV
59,0.7746580027359768,0.2547879616963064,0.0402599179206568,0.1895759233926128,"[0, 6, 20]",3,True,False,BSV
59,0.88,0.32,0.08,0.22,"[0, 6, 20]",3,True,False,BSV
59,0.9699999999999994,0.1884199726402186,0.0600000000000001,0.2088235294117645,"[2, 5]",2,True,False,BSV
60,0.1028659370725034,0.3374910202857413,0.0657318741450068,0.2349820405714827,"[0, 6]",2,True,False,BSV
61,0.0186320109439124,0.2393757483095214,0.0241039671682626,0.1462425169047845,"[0, 6]",2,True,False,BSV
61,0.7018399452804374,0.2718607821190903,0.0436798905608747,0.1837215642381809,"[0, 6]",2,True,False,BSV
61,0.8945759233926138,0.2706182652143061,0.0450478796169632,0.1837095912858364,"[0, 6]",2,True,False,BSV
63,0.2929958960328315,0.6637395236666963,0.2841586867305057,0.5074790473333953,"[0, 8]",2,True,False,BSV
63,0.4247879616963066,0.2412305439524393,0.0495759233926127,0.1449820405714825,"[0, 6]",2,True,False,BSV
63,0.5985499316005465,0.3499940135238274,0.0570998632010947,0.2199880270476552,"[0, 6]",2,True,False,BSV
63,0.6673939808481545,0.2912664628094739,0.0347879616963061,0.157467074381052,"[0, 5]",2,True,False,BSV
63,0.7233857729138157,0.3618847280237796,0.0985636114911091,0.2612006115715777,"[2, 5]",2,True,False,BSV
63,0.8982558139534875,0.3893458159286595,0.076511627906979,0.2386916318573193,"[2, 6]",2,True,False,BSV
63,0.9699999999999982,0.4449880270476554,0.0600000000000002,0.2899760540953105,"[0, 6]",2,True,False,BSV
64,0.323187414500684,0.4138788707872154,0.1867305061559507,0.2134940781436314,"[2, 4, 23]",3,True,False,BSV
64,0.3881668946648423,0.3333504027154947,0.0649794801641586,0.149820405714829,"[2, 4, 23]",3,True,False,BSV
64,0.4663679890560875,0.1712425169047846,0.0127359781121751,0.0624850338095691,"[0, 5]",2,True,False,BSV
64,0.5242339261285909,0.4818547956429181,0.0684678522571819,0.3437095912858366,"[0, 5, 27]",3,True,False,BSV
64,0.7643638850889193,0.1654266979767905,0.0102599179206565,0.0611766656668885,"[0, 5]",2,True,False,BSV
64,0.8652599179206562,0.195618265214306,0.0154719562243498,0.0862425169047845,"[0, 5]",2,True,False,BSV
64,0.9107387140902872,0.178535983476838,0.0389876880984951,0.082401223143156,"[0, 6]",2,True,False,BSV
65,0.7394664842681253,0.5543158835477976,0.2210670314637482,0.5286317670955957,"[2, 23, 6, 20]",4,True,False,BSV
66,0.02,0.38,0.04,0.26,"[0, 5]",2,True,False,BSV
66,0.1102599179206566,0.3431092855000474,0.0605198358413132,0.266218571000095,"[0, 6]",2,True,False,BSV
66,0.1395075239398084,0.6899999999999997,0.2790150478796168,0.6200000000000006,"[0, 8]",2,True,False,BSV
66,0.182626538987688,0.3171198587630548,0.0725034199726401,0.2172395882865022,"[0, 6]",2,True,False,BSV
66,0.1968399452804377,0.3531212584523922,0.06,0.2662425169047847,"[0, 6]",2,True,False,BSV
66,0.2769699042407658,0.24,0.0402599179206565,0.16,"[0, 6]",2,True,False,BSV
66,0.5138919288645681,0.3237395236666981,0.0677838577291385,0.2274790473333968,"[0, 6]",2,True,False,BSV
67,0.6354719562243503,0.2849999999999998,0.0309439124487,0.1699999999999997,"[0, 5]",2,True,False,BSV
67,0.6458139534883723,0.3474910202857413,0.0716279069767442,0.2349820405714829,"[0, 6]",2,True,False,BSV
67,0.685471956224352,0.3174910202857413,0.0509439124487006,0.2349820405714831,"[0, 6]",2,True,False,BSV
